label;latitude;longitude
marigne peuton;47,86;-0,8
mee;47,8;-0,87
montreuil poulay;48,39;-0,54
montsurs;48,17;-0,56
montsurs;48,17;-0,56
montsurs;48,17;-0,56
origne;47,95;-0,73
st berthevin la tanniere;48,41;-0,95
st denis d anjou;47,79;-0,44
st denis du maine;47,98;-0,52
st hilaire du maine;48,22;-0,93
st mars sur colmont;48,38;-0,71
st mars sur la futaie;48,43;-1,01
st pierre la cour;48,11;-1,02
vimartin sur orthe;48,22;-0,22
soulge sur ouette;48,06;-0,56
barcelonnette;44,38;6,65
draix;44,13;6,37
les thuiles;44,39;6,56
arvieux;44,76;6,72
chateauroux les alpes;44,64;6,48
garde colombe;44,37;5,78
val buech meouge;44,25;5,82
val buech meouge;44,25;5,82
salerans;44,24;5,7
aillieres beauvoir;48,4;0,32
aubigne racan;47,68;0,25
aveze;48,23;0,67
avoise;47,86;-0,19
beaumont pied de boeuf;47,76;0,38
berfay;48;0,75
berus;48,38;0,07
bonnetable;48,18;0,45
bourg le roi;48,35;0,13
la chapelle d aligne;47,74;-0,24
la chapelle st aubin;48,04;0,16
la chapelle st remy;48,1;0,47
la chartre sur le loir;47,73;0,58
montval sur loir;47,69;0,43
chemire le gaudin;47,93;-0,01
chenay;48,45;0,16
cherance;48,28;0,18
conlie;48,12;-0,01
connerre;48,05;0,47
courcemont;48,18;0,34
degre;48,05;0,07
doucelles;48,26;0,18
epineu le chevreuil;48,04;-0,13
gesnes le gandelin;48,36;0,03
le grand luce;47,87;0,46
joue en charnie;48,02;-0,19
laigne en belin;47,87;0,23
ligron;47,77;-0,01
lombron;48,09;0,41
louzes;48,43;0,29
le luart;48,08;0,6
luceau;47,72;0,39
le lude;47,64;0,15
mansigne;47,74;0,13
marcon;47,71;0,53
mezeray;47,83;-0,02
monce en belin;47,9;0,2
montreuil le henri;47,86;0,57
moulins le carbonnel;48,37;-0,01
neuvillette en charnie;48,09;-0,21
baix;44,71;4,75
nogent sur loir;47,66;0,4
noyen sur sarthe;47,86;-0,1
oisseau le petit;48,35;0,07
panon;48,34;0,3
poille sur vegre;47,92;-0,27
boucieu le roi;45,03;4,69
montfort le gesnois;48,06;0,4
prevelles;48,15;0,47
la quinte;48,05;0,04
rene;48,28;0,22
requeil;47,79;0,16
roeze sur sarthe;47,89;0,07
rouesse vasse;48,15;-0,2
loir en vallee;47,79;0,64
loir en vallee;47,79;0,64
st christophe en champagne;47,96;-0,14
empurany;45,03;4,6
st cosme en vairais;48,27;0,46
st georges du bois;47,97;0,1
st georges le gaultier;48,3;-0,11
st germain d arce;47,63;0,29
st mars de locquenay;47,93;0,51
st paterne le chevain;48,42;0,13
st paterne le chevain;48,42;0,13
st paul le gaultier;48,33;-0,12
labegude;44,64;4,36
st pierre des ormes;48,29;0,42
lablachere;44,46;4,21
st remy des monts;48,32;0,38
savigne l eveque;48,08;0,29
savigne sous le lude;47,63;0,07
larnas;44,45;4,6
souge le ganelon;48,31;-0,04
souille;48,12;0,17
la suze sur sarthe;47,88;0,02
teille;48,19;0,19
thoree les pins;47,67;0,03
le tronchet;48,18;0,08
yvre le polin;47,83;0,16
le pouzin;44,75;4,75
st basile;44,95;4,56
st bauzile;44,67;4,67
st julien du serre;44,66;4,4
st montan;44,43;4,63
allonnes;47,96;0,14
ardenay sur merize;47,99;0,43
auvers sous montfaucon;48;-0,08
st vincent de barres;44,66;4,71
ballon st mars;48,17;0,25
bazouges cre sur loir;47,68;-0,16
bazouges cre sur loir;47,68;-0,16
beaumont sur deme;47,69;0,58
bethon;48,37;0,09
bouloire;47,97;0,55
bousse;47,76;-0,06
la bruere sur loir;47,65;0,36
viviers;44,48;4,67
cerans foulletourte;47,83;0,07
chahaignes;47,75;0,51
challes;47,93;0,43
la chapelle du bois;48,23;0,58
chassille;48,02;-0,13
montval sur loir;47,69;0,43
montval sur loir;47,69;0,43
chenu;47,6;0,36
cherisay;48,35;0,11
cherre au;48,17;0,67
cogners;47,86;0,65
commerveil;48,31;0,35
courgains;48,29;0,28
courgenard;48,16;0,74
domfront en champagne;48,11;0,04
duneau;48,07;0,53
ecorpain;47,94;0,64
fay;48;0,07
ferce sur sarthe;47,9;-0,04
flee;47,73;0,46
fontenay sur vegre;47,91;-0,22
villeneuve en perseigne;48,44;0,23
lavare;48,06;0,66
loue;48;-0,14
louvigny;48,34;0,2
maigne;47,94;-0,05
maisoncelles;47,94;0,58
mamers;48,35;0,37
le mans;47,99;0,2
maresche;48,21;0,15
marollette;48,38;0,36
moitron sur sarthe;48,25;0,06
monhoudou;48,29;0,33
nauvay;48,25;0,39
bernay neuvy en champagne;48,08;-0,04
nuille le jalais;48,02;0,49
notre dame du pe;47,73;-0,34
pirmil;47,91;-0,09
precigne;47,76;-0,32
pruille le chetif;47,99;0,11
rouesse fontaine;48,32;0,15
rouez;48,14;-0,12
st aignan;48,22;0,35
st aubin des coudrais;48,18;0,58
st calais;47,92;0,75
st calez en saosnois;48,31;0,31
st celerin;48,13;0,43
ste cerotte;47,9;0,68
st christophe du jambet;48,23;0,06
st denis des coudrais;48,16;0,51
st georges de la couee;47,83;0,59
ste jamme sur sarthe;48,14;0,16
st longis;48,35;0,34
st marceau;48,18;0,12
st pierre de cheville;47,64;0,43
st remy du val;48,35;0,25
st ulphace;48,16;0,84
saosnes;48,33;0,29
sille le philippe;48,11;0,35
souligne sous ballon;48,14;0,24
souvigne sur sarthe;47,83;-0,41
tassille;47,99;-0,1
theligny;48,17;0,79
thoigne;48,29;0,25
thorigne sur due;48,03;0,52
villaines sous luce;47,88;0,5
voivres les le mans;47,93;0,08
volnay;47,95;0,47
aubigny les clouzeaux;46,62;-1,48
bazoges en pareds;46,66;-0,91
beaufou;46,82;-1,52
la boissiere de montaigu;46,95;-1,19
le boupere;46,79;-0,93
bournezeau;46,63;-1,14
la bretonniere la claye;46,49;-1,27
la chaize le vicomte;46,67;-1,29
champagne les marais;46,37;-1,13
la chapelle hermier;46,68;-1,72
chasnais;46,45;-1,24
coex;46,71;-1,76
commequiers;46,77;-1,83
corpe;46,51;-1,17
damvix;46,32;-0,74
dompierre sur yon;46,76;-1,37
les epesses;46,89;-0,9
essarts en bocage;46,78;-1,21
faymoreau;46,54;-0,62
la ferriere;46,72;-1,33
sevremont;46,84;-0,85
le girouard;46,57;-1,59
grosbreuil;46,54;-1,61
le gue de velluire;46,37;-0,91
l ile d elle;46,33;-0,92
l ile d yeu;46,71;-2,35
l ile d yeu;46,71;-2,35
lairoux;46,45;-1,27
le langon;46,44;-0,95
la merlatiere;46,76;-1,3
rives d autise;46,42;-0,66
rives d autise;46,42;-0,66
petosse;46,48;-0,91
les velluire sur vendee;46,41;-0,9
la rabateliere;46,86;-1,26
rocheserviere;46,93;-1,5
les sables d olonne;46,52;-1,76
st andre goule d oie;46,84;-1,2
montreverd;46,91;-1,43
montreverd;46,91;-1,43
st aubin la plaine;46,5;-1,06
st etienne de brillouet;46,51;-1,01
st etienne du bois;46,84;-1,6
ste foy;46,53;-1,69
st jean de monts;46,8;-2,05
st julien des landes;46,64;-1,72
st laurent de la salle;46,59;-0,92
st maixent sur vie;46,73;-1,83
brem sur mer;46,61;-1,81
st martin de fraigneau;46,43;-0,76
st martin des fontaines;46,55;-0,91
st reverend;46,71;-1,83
st vincent sur jard;46,43;-1,55
la taillee;46,39;-0,93
treize septiers;47;-1,23
treize vents;46,92;-0,85
vendrennes;46,82;-1,12
vouille les marais;46,39;-0,97
l aiguillon la presqu ile;46,3;-1,27
aizenay;46,74;-1,63
angles;46,39;-1,4
aubigny les clouzeaux;46,62;-1,48
avrille;46,47;-1,5
la barre de monts;46,87;-2,1
benet;46,37;-0,61
la bretonniere la claye;46,49;-1,27
les brouzils;46,89;-1,33
chaille les marais;46,39;-1,01
chateau guibert;46,57;-1,26
cheffois;46,68;-0,78
la copechagniere;46,85;-1,34
la couture;46,52;-1,26
cugand;47,06;-1,25
essarts en bocage;46,78;-1,21
essarts en bocage;46,78;-1,21
fontenay le comte;46,46;-0,79
fougere;46,66;-1,24
la gaubretiere;46,93;-1,06
la genetouze;46,73;-1,5
grand landes;46,85;-1,64
landevieille;46,64;-1,79
longeves;46,47;-0,86
longeville sur mer;46,41;-1,48
mache;46,77;-1,7
marsais ste radegonde;46,54;-0,87
mervent;46,53;-0,75
mesnard la barotiere;46,85;-1,11
montaigu vendee;46,97;-1,3
moreilles;46,42;-1,09
mortagne sur sevre;46,99;-0,95
mouilleron st germain;46,67;-0,84
mouilleron le captif;46,71;-1,46
peault;46,5;-1,23
pissotte;46,5;-0,81
puyravault;46,37;-1,09
rochetrejoux;46,79;-1
les sables d olonne;46,52;-1,76
les sables d olonne;46,52;-1,76
rives de l yon;46,59;-1,35
st georges de pointindoux;46,64;-1,63
st hilaire de riez;46,74;-1,96
st hilaire de voust;46,59;-0,65
st jean de beugne;46,52;-1,11
brem sur mer;46,61;-1,81
st martin des tilleuls;46,97;-1,06
st maurice le girard;46,64;-0,81
st mesmin;46,8;-0,75
st philbert de bouaine;46,99;-1,51
ste radegonde des noyers;46,37;-1,07
st sulpice en pareds;46,61;-0,83
st valerien;46,53;-0,94
talmont st hilaire;46,48;-1,63
thorigny;46,62;-1,25
la tranche sur mer;46,36;-1,43
chanverrie;46,95;-0,98
vix;46,35;-0,86
vouvant;46,56;-0,76
chaumes en retz;47,15;-1,92
besne;47,38;-2,07
blain;47,46;-1,77
la boissiere du dore;47,23;-1,2
bouvron;47,42;-1,88
campbon;47,42;-1,97
la chapelle sur erdre;47,3;-1,56
chateaubriant;47,72;-1,39
cordemais;47,3;-1,84
derval;47,66;-1,68
fay de bretagne;47,39;-1,8
heric;47,42;-1,64
lege;46,9;-1,58
le loroux bottereau;47,23;-1,33
la marne;46,99;-1,72
montoir de bretagne;47,32;-2,15
les moutiers en retz;47,06;-1,99
mouzillon;47,13;-1,27
nantes;47,23;-1,55
nort sur erdre;47,45;-1,52
nozay;47,57;-1,6
petit mars;47,41;-1,46
pierric;47,69;-1,77
piriac sur mer;47,38;-2,52
la planche;47,02;-1,44
pont st martin;47,13;-1,57
pornic;47,12;-2,05
le pouliguen;47,27;-2,43
prefailles;47,13;-2,21
remouille;47,04;-1,39
riaille;47,52;-1,31
st aubin des chateaux;47,71;-1,48
st colomban;47,03;-1,56
st etienne de montluc;47,27;-1,78
st hilaire de chaleons;47,1;-1,88
vallons de l erdre;47,54;-1,14
st pere en retz;47,23;-2,07
soudan;47,73;-1,29
suce sur erdre;47,35;-1,52
le temple de bretagne;47,33;-1,79
trignac;47,31;-2,21
loireauxence;47,44;-1,03
vertou;47,16;-1,47
vigneux de bretagne;47,32;-1,72
arconnay;48,4;0,08
asse le boisne;48,32;0
asse le riboul;48,2;0,08
les aulneaux;48,44;0,34
auvers le hamon;47,9;-0,35
beaufay;48,14;0,34
beaumont sur sarthe;48,22;0,11
beille;48,08;0,51
boesse le sec;48,14;0,56
la bosse;48,16;0,55
le breil sur merize;48;0,5
champagne;48,02;0,33
change;47,98;0,3
la chapelle aux choux;47,63;0,23
la chapelle st fray;48,11;0,09
chaufour notre dame;48,02;0,06
clermont creans;47,73;-0,02
conge sur orne;48,21;0,26
cormes;48,17;0,71
coulaines;48,03;0,21
crisse;48,18;-0,06
cures;48,08;0,02
dureil;47,83;-0,13
ecommoy;47,83;0,29
val d etangson;47,89;0,62
fatines;48,05;0,33
fille sur sarthe;47,9;0,12
la fontaine st martin;47,79;0,05
villeneuve en perseigne;48,44;0,23
villeneuve en perseigne;48,44;0,23
villeneuve en perseigne;48,44;0,23
fresnay sur sarthe;48,29;0,1
fye;48,32;0,08
juigne sur sarthe;47,87;-0,29
la fleche;47,69;-0,06
lavernat;47,72;0,35
livet en saosnois;48,36;0,21
louailles;47,78;-0,24
malicorne sur sarthe;47,81;-0,09
marolles les braults;48,25;0,32
moitron sur sarthe;48,25;0,06
montmirail;48,11;0,77
mulsanne;47,92;0,24
neuvillalais;48,15;-0,01
oize;47,8;0,11
parce sur sarthe;47,82;-0,19
parigne le polin;47,86;0,12
peray;48,25;0,37
peze le robert;48,2;-0,04
ruille en champagne;48,06;-0,12
loir en vallee;47,79;0,64
st corneille;48,08;0,34
st jean des echelles;48,13;0,73
st mars d outille;47,87;0,34
st mars la briere;48,02;0,38
st ouen en belin;47,84;0,21
st ouen en champagne;47,96;-0,18
st saturnin;48,06;0,17
st symphorien;48,08;-0,14
sarce;47,72;0,23
sarge les le mans;48,04;0,25
sille le guillaume;48,19;-0,12
solesmes;47,84;-0,28
souligne flace;47,97;0,01
soulitre;48,02;0,44
souvigne sur meme;48,22;0,65
tennie;48,11;-0,09
tresson;47,9;0,56
vallon sur gee;47,96;-0,08
vezot;48,35;0,29
villaines la gonais;48,13;0,61
vion;47,81;-0,26
vire en champagne;47,99;-0,29
yvre l eveque;48,02;0,28
tuffalun;47,27;-0,33
angers;47,48;-0,56
armaille;47,71;-1,14
bauge en anjou;47,57;-0,1
bauge en anjou;47,57;-0,1
bauge en anjou;47,57;-0,1
bauge en anjou;47,57;-0,1
bauge en anjou;47,57;-0,1
beaupreau en mauges;47,2;-0,96
beaupreau en mauges;47,2;-0,96
beaupreau en mauges;47,2;-0,96
beaupreau en mauges;47,2;-0,96
beaupreau en mauges;47,2;-0,96
blaison st sulpice;47,39;-0,38
brissac loire aubance;47,35;-0,4
cernusson;47,17;-0,48
challain la potherie;47,63;-1,07
chalonnes sur loire;47,35;-0,77
chenille champteusse;47,68;-0,66
champtoce sur loire;47,43;-0,87
oree d anjou;47,31;-1,2
oree d anjou;47,31;-1,2
oree d anjou;47,31;-1,2
les hauts d anjou;47,7;-0,55
les hauts d anjou;47,7;-0,55
les hauts d anjou;47,7;-0,55
terranjou;47,26;-0,44
chemille en anjou;47,22;-0,7
cizay la madeleine;47,18;-0,18
clere sur layon;47,09;-0,43
courchamps;47,2;-0,16
courleon;47,38;0,15
doue en anjou;47,19;-0,31
doue en anjou;47,19;-0,31
doue en anjou;47,19;-0,31
les bois d anjou;47,45;-0,14
louresse rochemenier;47,24;-0,31
val d erdre auxence;47,51;-0,93
marce;47,58;-0,3
le may sur evre;47,13;-0,88
longuenee en anjou;47,55;-0,67
longuenee en anjou;47,55;-0,67
montreuil juigne;47,54;-0,62
montreuil sur maine;47,66;-0,71
montrevault sur evre;47,26;-1,04
montrevault sur evre;47,26;-1,04
montrevault sur evre;47,26;-1,04
montrevault sur evre;47,26;-1,04
morannes sur sarthe daumeray;47,71;-0,39
noyant villages;47,52;0,1
noyant villages;47,52;0,1
la pellerine;47,46;0,13
mauges sur loire;47,34;-0,93
la possonniere;47,38;-0,71
ombree d anjou;47,72;-1,11
ombree d anjou;47,72;-1,11
ombree d anjou;47,72;-1,11
ombree d anjou;47,72;-1,11
le puy notre dame;47,11;-0,23
gennes val de loire;47,33;-0,24
gennes val de loire;47,33;-0,24
gennes val de loire;47,33;-0,24
st georges sur loire;47,4;-0,76
st leger sous cholet;47,1;-0,9
sevremoine;47,1;-1,09
sevremoine;47,1;-1,09
st macaire du bois;47,11;-0,29
st martin du fouilloux;47,44;-0,71
loire authion;47,46;-0,37
loire authion;47,46;-0,37
loire authion;47,46;-0,37
ancinnes;48,36;0,17
st paul du bois;47,09;-0,54
arnage;47,93;0,19
saumur;47,27;-0,08
artheze;47,79;-0,11
saumur;47,27;-0,08
besse sur braye;47,82;0,72
savennieres;47,41;-0,67
bleves;48,45;0,34
savennieres;47,41;-0,67
brains sur gee;48,01;-0,03
sceaux d anjou;47,63;-0,61
briosne les sables;48,17;0,39
seiches sur le loir;47,6;-0,36
champfleur;48,38;0,13
souzay champigny;47,22;-0,02
chantenay villedieu;47,92;-0,15
bellevigne en layon;47,27;-0,54
montval sur loir;47,69;0,43
bellevigne en layon;47,27;-0,54
chemire en charnie;48,05;-0,2
bellevigne en layon;47,27;-0,54
cheville;47,94;-0,22
trementines;47,12;-0,8
contilly;48,41;0,36
turquant;47,21;0,02
coudrecieux;47,99;0,63
verrie;47,27;-0,19
coulonge;47,69;0,2
lys haut layon;47,14;-0,47
courceboeufs;48,13;0,28
lys haut layon;47,14;-0,47
courdemanche;47,82;0,56
lys haut layon;47,14;-0,47
courtillers;47,81;-0,32
lys haut layon;47,14;-0,47
crannes en champagne;47,98;-0,04
lys haut layon;47,14;-0,47
crosmieres;47,74;-0,15
villebernier;47,26;-0,02
dehault;48,21;0,58
dissay sous courcillon;47,67;0,48
douillet le joly;48,28;-0,05
etival les le mans;47,96;0,08
val d etangson;47,89;0,62
villeneuve en perseigne;48,44;0,23
villeneuve en perseigne;48,44;0,23
villeneuve en perseigne;48,44;0,23
fresnay sur sarthe;48,29;0,1
fresnay sur sarthe;48,29;0,1
grandchamp;48,31;0,18
le grez;48,19;-0,16
jauze;48,21;0,38
jupilles;47,79;0,41
lamnay;48,11;0,71
lavardin;48,08;0,06
lhomme;47,76;0,56
luce sous ballon;48,21;0,21
luche pringe;47,7;0,1
le mans;47,99;0,2
mareil en champagne;47,98;-0,18
mareil sur loir;47,72;0,01
marigne laille;47,82;0,35
marolles les braults;48,25;0,32
mayet;47,76;0,28
les mees;48,31;0,23
meurce;48,24;0,2
mezieres sur ponthouin;48,2;0,3
monce en saosnois;48,27;0,39
montaille;47,96;0,69
montreuil le chetif;48,24;-0,04
bernay neuvy en champagne;48,08;-0,04
nogent le bernard;48,24;0,5
nouans;48,24;0,23
parennes;48,12;-0,18
parigne l eveque;47,93;0,37
pince;47,8;-0,37
pizieux;48,32;0,33
preval;48,23;0,62
pruille l eguille;47,84;0,42
rouillon;48;0,14
rouperroux le coquet;48,23;0,44
loir en vallee;47,79;0,64
loir en vallee;47,79;0,64
st aubin de locquenay;48,26;0,01
st gervais de vic;47,88;0,73
ste jamme sur sarthe;48,14;0,16
st jean d asse;48,16;0,12
st martin des monts;48,15;0,6
st ouen de mimbre;48,29;0,05
st pierre du lorouer;47,8;0,51
st remy de sille;48,18;-0,1
st vincent des pres;48,3;0,37
st vincent du lorouer;47,82;0,48
sceaux sur huisne;48,1;0,58
torce en vallee;48,13;0,39
trange;48,03;0,12
tuffe val de la cheronne;48,12;0,51
vaas;47,67;0,32
valennes;48,01;0,8
vance;47,84;0,66
vivoin;48,24;0,16
vouvray sur huisne;48,09;0,55
aigne;48,07;0,11
amne;48,04;-0,04
asnieres sur vegre;47,89;-0,23
avesnes en saosnois;48,27;0,36
avesse;47,96;-0,27
le bailleul;47,77;-0,18
ballon st mars;48,17;0,25
la bazoge;48,1;0,14
bouer;48,08;0,63
brette les pins;47,91;0,33
brulon;47,98;-0,23
champrond;48,08;0,75
la chapelle huon;47,86;0,72
chateau l hermitage;47,8;0,2
cherre au;48,17;0,67
conflans sur anille;47,97;0,73
coulans sur gee;48,02;0,02
courcelles la foret;47,79;-0,02
courcival;48,24;0,39
courdemanche;47,82;0,56
dangeul;48,25;0,26
dollon;48,04;0,59
la ferte bernard;48,18;0,64
fresnay sur sarthe;48,29;0,1
greez sur roc;48,14;0,82
guecelard;47,88;0,14
la guierche;48,12;0,2
joue l abbe;48,11;0,23
juille;48,24;0,13
longnes;48,02;-0,08
louplande;47,94;0,05
le lude;47,64;0,15
marolles les st calais;47,92;0,79
melleray;48,1;0,82
mezieres sous lavardin;48,16;0,05
la milesse;48,07;0,14
montbizot;48,15;0,18
mont st jean;48,24;-0,11
neufchatel en saosnois;48,39;0,25
neuville sur sarthe;48,08;0,21
piace;48,27;0,11
pontvallain;47,76;0,2
rahay;47,96;0,81
ruaudin;47,94;0,27
sable sur sarthe;47,84;-0,36
st biez en belin;47,82;0,24
st denis d orques;48,03;-0,28
st georges du rosay;48,2;0,52
st gervais en belin;47,87;0,2
st jean de la motte;47,76;0,06
st jean du bois;47,87;-0,03
st leonard des bois;48,35;-0,09
st maixent;48,11;0,65
st michel de chavaignes;48,01;0,57
st pavace;48,04;0,2
st pierre des bois;47,94;-0,14
ste sabine sur longeve;48,14;0,09
st victeur;48,32;0,04
segrie;48,21;0,02
semur en vallon;48,02;0,67
spay;47,93;0,15
surfonds;47,98;0,46
tasse;47,89;-0,15
teloche;47,89;0,28
terrehault;48,2;0,41
thoire sous contensor;48,31;0,21
thoire sur dinan;47,76;0,46
tuffe val de la cheronne;48,12;0,51
verneil le chetif;47,72;0,3
vernie;48,18;0,02
vibraye;48,05;0,74
villaines la carelle;48,39;0,3
villaines sous malicorne;47,76;-0,1
apremont;46,76;-1,75
beauvoir sur mer;46,91;-2,06
bellevigny;46,79;-1,42
le bernard;46,45;-1,44
bois de cene;46,95;-1,9
bourneau;46,55;-0,81
breuil barret;46,65;-0,67
la chaize giraud;46,65;-1,82
challans;46,84;-1,84
le champ st pere;46,52;-1,34
chantonnay;46,67;-1,04
chantonnay;46,67;-1,04
la chapelle palluau;46,79;-1,62
la chapelle themer;46,56;-0,96
chauche;46,83;-1,27
chavagnes les redoux;46,71;-0,92
doix les fontaines;46,4;-0,81
sevremont;46,84;-0,85
sevremont;46,84;-0,85
sevremont;46,84;-0,85
givrand;46,68;-1,88
l herbergement;46,92;-1,37
l ile d olonne;46,57;-1,77
jard sur mer;46,42;-1,6
liez;46,37;-0,71
les magnils reigniers;46,46;-1,21
maille;46,34;-0,79
mareuil sur lay dissais;46,53;-1,23
le mazeau;46,33;-0,67
montaigu vendee;46,97;-1,3
les achards;46,6;-1,66
les achards;46,6;-1,66
nieul le dolent;46,57;-1,52
noirmoutier en l ile;47,01;-2,26
le poire sur vie;46,77;-1,5
poiroux;46,51;-1,54
rosnay;46,53;-1,3
montreverd;46,91;-1,43
st avaugourd des landes;46,51;-1,48
st denis du payre;46,41;-1,27
st fulgent;46,87;-1,16
st germain de princay;46,74;-1,04
st hilaire la foret;46,46;-1,53
st hilaire le vouhis;46,69;-1,15
st malo du bois;46,92;-0,92
st martin des noyers;46,72;-1,2
st mathurin;46,57;-1,71
st maurice des noues;46,6;-0,72
st michel le cloucq;46,49;-0,74
st paul mont penit;46,81;-1,67
st pierre du chemin;46,7;-0,7
st pierre le vieux;46,4;-0,74
st vincent sur graon;46,5;-1,38
serigne;46,51;-0,85
tallud ste gemme;46,7;-0,89
talmont st hilaire;46,48;-1,63
la tardiere;46,66;-0,73
triaize;46,38;-1,2
venansault;46,69;-1,54
xanton chassenon;46,45;-0,71
l aiguillon la presqu ile;46,3;-1,27
beaulieu sous la roche;46,69;-1,62
bellevigny;46,79;-1,42
benet;46,37;-0,61
bessay;46,54;-1,17
bouin;46,98;-2
bournezeau;46,63;-1,14
la bruffiere;47,01;-1,18
la caillere st hilaire;46,63;-0,93
chaille les marais;46,39;-1,01
la chaize le vicomte;46,67;-1,29
chateauneuf;46,92;-1,93
chavagnes en paillers;46,9;-1,24
l epine;46,98;-2,26
fontenay le comte;46,46;-0,79
foussais payre;46,52;-0,69
froidfond;46,88;-1,76
la garnache;46,9;-1,82
la gueriniere;46,97;-2,23
les herbiers;46,87;-1,02
la jonchere;46,44;-1,38
les lucs sur boulogne;46,85;-1,48
la meilleraie tillay;46,74;-0,89
menomblet;46,73;-0,73
monsireigne;46,74;-0,93
montaigu vendee;46,97;-1,3
montaigu vendee;46,97;-1,3
montournais;46,75;-0,77
mouchamps;46,79;-1,05
moutiers sur le lay;46,57;-1,17
mouzeuil st martin;46,46;-0,98
nesmy;46,59;-1,41
notre dame de monts;46,84;-2,11
l orbrie;46,5;-0,77
palluau;46,81;-1,6
le perrier;46,82;-1,98
pouille;46,5;-0,96
pouzauges;46,78;-0,83
puy de serre;46,57;-0,68
notre dame de riez;46,75;-1,89
st benoist sur mer;46,43;-1,34
st christophe du ligneron;46,82;-1,74
st cyr en talmondais;46,46;-1,34
st denis la chevasse;46,83;-1,38
ste flaive des loups;46,61;-1,58
rives de l yon;46,59;-1,35
st gervais;46,93;-1,98
st gilles croix de vie;46,69;-1,92
st laurent sur sevre;46,95;-0,9
st prouant;46,75;-0,97
st vincent sterlanges;46,74;-1,08
soullans;46,8;-1,91
le tablier;46,56;-1,33
tiffauges;47;-1,1
vaire;46,61;-1,75
aigrefeuille sur maine;47,07;-1,42
chaumes en retz;47,15;-1,92
asserac;47,44;-2,41
villeneuve en retz;47,03;-1,91
brains;47,17;-1,73
la chapelle glain;47,62;-1,19
crossac;47,4;-2,15
erbray;47,67;-1,32
fegreac;47,58;-2,02
getigne;47,08;-1,22
grand auverne;47,58;-1,31
guenrouet;47,5;-1,96
guerande;47,33;-2,42
guerande;47,33;-2,42
indre;47,2;-1,67
joue sur erdre;47,51;-1,43
ligne;47,4;-1,38
la limouziniere;46,99;-1,64
louisfert;47,67;-1,43
lusanger;47,68;-1,58
machecoul st meme;47;-1,82
marsac sur don;47,59;-1,7
mauves sur loire;47,32;-1,4
mesquer;47,4;-2,47
nantes;47,23;-1,55
noyal sur brutz;47,77;-1,34
paulx;46,96;-1,78
le pellerin;47,22;-1,83
plesse;47,56;-1,89
pontchateau;47,43;-2,1
ste anne sur brivet;47,45;-2,02
st brevin les pins;47,25;-2,15
st brevin les pins;47,25;-2,15
st colomban;47,03;-1,56
st etienne de mer morte;46,95;-1,72
st fiacre sur maine;47,14;-1,42
st herblain;47,22;-1,63
st hilaire de clisson;47,06;-1,32
st julien de concelles;47,25;-1,41
st malo de guersac;47,36;-2,17
vallons de l erdre;47,54;-1,14
st nazaire;47,28;-2,25
st nazaire;47,28;-2,25
st viaud;47,25;-1,99
thouare sur loire;47,28;-1,43
treillieres;47,32;-1,63
loireauxence;47,44;-1,03
vertou;47,16;-1,47
geneston;47,06;-1,53
batz sur mer;47,28;-2,47
villeneuve en retz;47,03;-1,91
le cellier;47,34;-1,36
divatte sur loire;47,28;-1,33
divatte sur loire;47,28;-1,33
la chapelle des marais;47,44;-2,25
l aiguillon sur vie;46,67;-1,83
chateau thebaud;47,12;-1,44
antigny;46,62;-0,77
la chevroliere;47,09;-1,6
auchay sur vendee;46,44;-0,87
corsept;47,27;-2,09
auchay sur vendee;46,44;-0,87
dreffeac;47,47;-2,06
barbatre;46,93;-2,17
ferce;47,8;-1,39
la barre de monts;46,87;-2,1
frossay;47,24;-1,93
bazoges en paillers;46,92;-1,14
le gavre;47,53;-1,79
beaurepaire;46,9;-1,1
guemene penfao;47,63;-1,83
benet;46,37;-0,61
haute goulaine;47,2;-1,41
la bernardiere;47,04;-1,27
herbignac;47,45;-2,31
la boissiere des landes;46,56;-1,44
indre;47,2;-1,67
bouille courdault;46,38;-0,68
isse;47,62;-1,46
bretignolles sur mer;46,64;-1,86
jans;47,62;-1,6
la caillere st hilaire;46,63;-0,93
masserac;47,68;-1,91
cezais;46,59;-0,8
la meilleraye de bretagne;47,56;-1,39
chaille les marais;46,39;-1,01
montbert;47,07;-1,47
la chapelle aux lys;46,62;-0,64
nantes;47,23;-1,55
la chataigneraie;46,64;-0,74
le pallet;47,14;-1,35
curzon;46,45;-1,3
petit auverne;47,61;-1,28
doix les fontaines;46,4;-0,81
la plaine sur mer;47,14;-2,18
essarts en bocage;46,78;-1,21
pontchateau;47,43;-2,1
falleron;46,86;-1,7
pornic;47,12;-2,05
le fenouiller;46,72;-1,89
puceul;47,52;-1,62
le givre;46,47;-1,4
st andre des eaux;47,32;-2,31
grues;46,38;-1,32
corcoue sur logne;46,95;-1,6
l hermenault;46,52;-0,9
corcoue sur logne;46,95;-1,6
la jaudonniere;46,65;-0,96
st gildas des bois;47,51;-2,06
landeronde;46,66;-1,57
vair sur loire;47,4;-1,11
les landes genusson;46,97;-1,13
st jean de boiseau;47,19;-1,72
loge fougereuse;46,62;-0,69
st joachim;47,37;-2,24
lucon;46,45;-1,16
st lumine de clisson;47,08;-1,36
maillezais;46,36;-0,75
st lumine de coutais;47,05;-1,72
mallievre;46,91;-0,86
st lyphard;47,38;-2,34
mareuil sur lay dissais;46,53;-1,23
