label;latitude;longitude
st_servais;48,39;-3,37
st_trimoel;48,39;-2,54
squiffiec;48,64;-3,17
taden;48,49;-2,05
trebrivan;48,31;-3,48
tredrez_locquemeau;48,71;-3,56
treglamus;48,56;-3,25
tregonneau;48,61;-3,16
tregueux;48,48;-2,75
treguidel;48,6;-2,94
tremeven;48,67;-3,03
tressignaux;48,61;-2,98
treve;48,22;-2,81
treveneuc;48,66;-2,87
uzel_pres_l_oust;48,28;-2,85
le_vieux_marche;48,61;-3,44
concevreux;49,38;3,79
conde_en_brie;49;3,56
condren;49,64;3,28
coucy_le_chateau_auffrique;49,52;3,32
courmelles;49,34;3,3
crecy_sur_serre;49,7;3,62
croix_fonsomme;49,93;3,39
douchy;49,79;3,13
erlon;49,73;3,71
esqueheries;49,98;3,75
essomes_sur_marne;49,03;3,34
evergnicourt;49,46;4,04
lafeline;46,34;3,18
reotier;44,68;6,56
risoul;44,62;6,62
bangor;47,31;-3,19
billiers;47,52;-2,48
billio;47,87;-2,65
arzon;47,55;-2,89
buleon;47,92;-2,68
beganne;47,6;-2,24
carentoir;47,82;-2,13
berne;47,98;-3,37
carentoir;47,82;-2,13
bohal;47,78;-2,45
caudan;47,81;-3,34
brech;47,71;-3,02
cleguer;47,87;-3,37
brignac;48,11;-2,4
le_cours;47,75;-2,51
camoel;47,48;-2,4
la_gacilly;47,76;-2,14
colpo;47,82;-2,81
guer;47,91;-2,13
les_fougerets;47,75;-2,2
guern;48,03;-3,1
la_gree_st_laurent;48;-2,5
ile_aux_moines;47,58;-2,85
guehenno;47,89;-2,65
kervignac;47,77;-3,25
guemene_sur_scorff;48,07;-3,21
lanester;47,77;-3,33
guer;47,91;-2,13
langonnet;48,13;-3,48
guiscriff;48,04;-3,62
languidic;47,84;-3,15
hennebont;47,81;-3,27
locmaria;47,3;-3,11
ile_d_houat;47,39;-2,97
malguenac;48,07;-3,06
josselin;47,95;-2,55
moreac;47,93;-2,8
kerfourn;48,04;-2,84
evellys;47,97;-2,87
lantillac;47,95;-2,66
noyal_muzillac;47,6;-2,46
lanvenegen;48;-3,53
pleucadeuc;47,77;-2,39
larmor_plage;47,72;-3,39
plouray;48,13;-3,38
lizio;47,86;-2,52
plumeliau_bieuzy;47,97;-2,99
locmine;47,88;-2,84
port_louis;47,71;-3,35
locoal_mendon;47,7;-3,11
radenac;47,95;-2,71
malestroit;47,81;-2,39
rieux;47,61;-2,13
meneac;48,13;-2,45
val_d_oust;47,87;-2,43
moustoir_ac;47,84;-2,86
rohan;48,09;-2,74
nivillac;47,54;-2,25
le_saint;48,1;-3,57
nostang;47,76;-3,17
st_armel;47,56;-2,71
le_palais;47,34;-3,17
st_brieuc_de_mauron;48,09;-2,36
penestin;47,47;-2,47
st_dolay;47,55;-2,17
plescop;47,7;-2,83
st_gonnery;48,13;-2,82
pleugriffet;47,99;-2,69
st_lery;48,09;-2,26
ploeren;47,66;-2,84
st_malo_des_trois_fontaines;48,02;-2,47
plouharnel;47,6;-3,12
st_nicolas_du_tertre;47,8;-2,22
plumelin;47,88;-2,89
st_nolff;47,7;-2,67
pluneret;47,68;-2,95
st_pierre_quiberon;47,52;-3,14
quistinic;47,91;-3,13
st_tugdual;48,1;-3,37
rohan;48,09;-2,74
silfiac;48,14;-3,17
rohan;48,09;-2,74
thehillac;47,55;-2,12
roudouallec;48,12;-3,69
tredion;47,78;-2,58
st_allouestre;47,91;-2,74
vannes;47,66;-2,76
ste_brigitte;48,18;-3,11
la_vraie_croix;47,69;-2,52
st_grave;47,72;-2,29
ste_helene;47,72;-3,19
st_philibert;47,59;-3
st_vincent_sur_oust;47,7;-2,15
serent;47,82;-2,5
theix_noyalo;47,63;-2,65
trefflean;47,68;-2,62
la_trinite_porhoet;48,1;-2,52
le_bono;47,64;-2,94
arzon;47,55;-2,89
baud;47,88;-3,03
beignon;47,97;-2,18
belz;47,67;-3,16
bignan;47,88;-2,76
branderion;47,79;-3,19
brehan;48,07;-2,69
camors;47,83;-3
cleguerec;48,13;-3,06
cournon;47,75;-2,1
crach;47,63;-3
la_croix_hellean;47,96;-2,51
grand_champ;47,76;-2,85
guegon;47,93;-2,59
guillac;47,92;-2,48
guilliers;48,05;-2,42
le_hezo;47,58;-2,69
ile_de_hoedic;47,34;-2,88
ile_d_arz;47,59;-2,8
landevant;47,77;-3,11
forges_de_lanouee;48,01;-2,58
larmor_baden;47,59;-2,9
larre;47,72;-2,49
limerzel;47,64;-2,36
locqueltas;47,76;-2,76
malansac;47,69;-2,3
marzan;47,54;-2,35
melrand;47,98;-3,1
missiriac;47,82;-2,36
monteneuf;47,88;-2,19
evellys;47,97;-2,87
neulliac;48,12;-2,97
ploermel;47,92;-2,38
plouay;47,93;-3,34
plougoumelen;47,66;-2,9
plumelec;47,83;-2,62
plumeliau_bieuzy;47,97;-2,99
pontivy;48,07;-2,97
priziac;48,06;-3,44
questembert;47,66;-2,44
queven;47,78;-3,42
riantec;47,72;-3,3
la_roche_bernard;47,52;-2,3
rochefort_en_terre;47,7;-2,34
ruffiac;47,81;-2,29
st_ave;47,7;-2,74
st_caradec_tregomel;48,03;-3,35
st_guyomard;47,78;-2,5
st_jacut_les_pins;47,68;-2,21
st_laurent_sur_oust;47,79;-2,31
st_malo_de_beignon;47,96;-2,14
st_marcel;47,81;-2,42
st_thuriau;48,02;-2,94
sarzeau;47,52;-2,75
seglien;48,1;-3,15
surzur;47,57;-2,63
la_trinite_surzur;47,6;-2,59
belle_isle_en_terre;48,53;-3,38
bobital;48,41;-2,1
le_bodeo;48,33;-2,92
bourbriac;48,47;-3,2
brelidy;48,65;-3,23
bringolo;48,58;-3,01
caouennec_lanvezeac;48,71;-3,37
caouennec_lanvezeac;48,71;-3,37
les_champs_geraux;48,43;-1,98
la_chapelle_blanche;48,27;-2,13
le_mene;48,28;-2,53
le_mene;48,28;-2,53
erquy;48,62;-2,46
binic_etables_sur_mer;48,62;-2,84
le_haut_corlay;48,34;-3,03
hillion;48,5;-2,65
le_hingle;48,4;-2,08
illifaut;48,14;-2,34
jugon_les_lacs_commune_nouvelle;48,41;-2,33
jugon_les_lacs_commune_nouvelle;48,41;-2,33
kerbors;48,82;-3,18
langoat;48,73;-3,3
langueux;48,5;-2,71
lanrelas;48,25;-2,3
lanvallay;48,45;-2,01
lescouet_gouarec;48,17;-3,21
lezardrieux;48,8;-3,11
lezardrieux;48,8;-3,11
locarn;48,33;-3,41
loguivy_plougras;48,51;-3,49
lohuec;48,46;-3,53
mael_pestivien;48,4;-3,29
mellionnec;48,17;-3,29
merleac;48,27;-2,91
guerledan;48,2;-2,96
pedernec;48,59;-3,28
perros_guirec;48,81;-3,47
plaintel;48,41;-2,81
pledran;48,44;-2,75
plelo;48,55;-2,93
pleslin_trigavou;48,53;-2,07
pleslin_trigavou;48,53;-2,07
pleudaniel;48,76;-3,15
ploezal;48,72;-3,18
beaussais_sur_mer;48,56;-2,14
ploubazlanec;48,81;-3,04
ploubazlanec;48,81;-3,04
plouguenast_langast;48,28;-2,69
plouguernevel;48,23;-3,25
plouha;48,68;-2,93
plouisy;48,58;-3,19
ploulec_h;48,72;-3,5
plourivo;48,74;-3,09
plouvara;48,5;-2,93
plufur;48,61;-3,57
plussulien;48,28;-3,07
pordic;48,57;-2,83
prat;48,68;-3,3
quessoy;48,43;-2,66
quevert;48,46;-2,09
quintenic;48,51;-2,42
rostrenen;48,22;-3,31
runan;48,69;-3,23
st_brieuc;48,51;-2,76
st_connec;48,18;-2,93
st_herve;48,27;-2,81
st_laurent;48,62;-3,24
st_maden;48,34;-2,07
st_maudez;48,45;-2,18
st_nicodeme;48,35;-3,34
st_pever;48,48;-3,09
st_potan;48,56;-2,29
st_quay_portrieux;48,65;-2,84
st_thelo;48,25;-2,84
senven_lehart;48,44;-3,07
tramain;48,4;-2,39
trebry;48,35;-2,56
tredias;48,37;-2,22
treguier;48,78;-3,23
trelivan;48,43;-2,11
tremereuc;48,56;-2,06
tremeur;48,35;-2,27
treogan;48,19;-3,53
le_vieux_bourg;48,39;-3
allineuc;48,31;-2,87
begard;48,63;-3,29
berhet;48,7;-3,31
la_bouillie;48,58;-2,44
brusvily;48,39;-2,12
le_cambout;48,06;-2,62
carnoet;48,36;-3,53
caurel;48,22;-3,04
cavan;48,68;-3,35
la_chapelle_neuve;48,47;-3,44
le_mene;48,28;-2,53
corseul;48,48;-2,17
crehen;48,54;-2,19
duault;48,36;-3,44
binic_etables_sur_mer;48,62;-2,84
gomene;48,18;-2,49
graces;48,54;-3,18
grace_uzel;48,25;-2,79
guingamp;48,56;-3,15
hillion;48,5;-2,65
kerfot;48,74;-3,03
kermoroc_h;48,61;-3,2
lamballe_armor;48,49;-2,47
lamballe_armor;48,49;-2,47
landebaeron;48,64;-3,2
landehen;48,42;-2,54
langueux;48,5;-2,71
lanleff;48,69;-3,05
lanmerin;48,74;-3,36
le_leslay;48,42;-2,97
louannec;48,78;-3,41
megrit;48,39;-2,27
merdrignac;48,19;-2,4
minihy_treguier;48,77;-3,26
moncontour_de_bretagne;48,36;-2,63
le_moustoir;48,27;-3,49
penvenan;48,82;-3,3
perros_guirec;48,81;-3,47
peumerit_quintin;48,36;-3,29
plehedel;48,69;-3,01
frehel;48,63;-2,36
frehel;48,63;-2,36
plelan_le_petit;48,43;-2,22
plelauff;48,2;-3,2
plemet;48,17;-2,6
pleneuf_val_andre;48,58;-2,53
plerin;48,54;-2,77
plerneuf;48,51;-2,88
beaussais_sur_mer;48,56;-2,14
plouezec;48,74;-2,98
plougonver;48,49;-3,37
ploulec_h;48,72;-3,5
ploumagoar;48,53;-3,11
ploumilliau;48,68;-3,51
plounevez_moedec;48,55;-3,45
plounevez_quintin;48,29;-3,24
plourhan;48,63;-2,88
plumaudan;48,36;-2,12
plurien;48,61;-2,4
plusquellec;48,4;-3,48
pluzunet;48,64;-3,37
pommerit_le_vicomte;48,62;-3,1
pordic;48,57;-2,83
pordic;48,57;-2,83
quemper_guezennec;48,7;-3,11
quevert;48,46;-2,09
quintin;48,4;-2,91
le_quiou;48,35;-2
la_roche_jaudy;48,73;-3,23
st_barnabe;48,14;-2,7
st_connan;48,41;-3,08
st_denoual;48,52;-2,38
st_donan;48,47;-2,89
st_etienne_du_gue_de_l_isle;48,09;-2,64
st_gilles_pligeaux;48,38;-3,09
st_gilles_vieux_marche;48,25;-2,97
st_helen;48,47;-1,96
st_lormel;48,55;-2,24
st_quay_perros;48,78;-3,45
st_quay_portrieux;48,65;-2,84
st_samson_sur_rance;48,49;-2,02
ste_trephine;48,27;-3,17
tonquedec;48,68;-3,4
trebedan;48,41;-2,16
trebeurden;48,77;-3,56
treffrin;48,3;-3,53
trevron;48,39;-2,07
troguery;48,76;-3,22
coincy;49,16;3,44
courcelles_sur_vesle;49,35;3,58
couvrelles;49,33;3,48
coyolles;49,21;2,99
crezancy;49,04;3,51
crupilly;49,93;3,75
cuffies;49,41;3,32
cuiry_housse;49,29;3,49
cys_la_commune;49,38;3,57
danizy;49,67;3,4
dommiers;49,33;3,22
domptin;49,02;3,27
dorengt;49,97;3,7
ebouleau;49,68;3,88
epieds;49,1;3,45
estrees;49,97;3,28
etrepilly;49,08;3,35
villemontoire;49,3;3,32
villers_le_sec;49,77;3,5
bayet;46,26;3,28
cesset;46,3;3,2
montord;46,29;3,24
st_pourcain_sur_sioule;46,3;3,31
auray;47,67;-2,99
berric;47,64;-2,53
bubry;47,97;-3,18
caden;47,64;-2,3
calan;47,88;-3,31
carnac;47,61;-3,07
la_chapelle_neuve;47,86;-2,93
concoret;48,07;-2,21
damgan;47,52;-2,59
elven;47,73;-2,59
etel;47,66;-3,2
evriguet;48,08;-2,4
la_gacilly;47,76;-2,14
la_gacilly;47,76;-2,14
gueltas;48,09;-2,81
hellean;47,97;-2,48
inzinzac_lochrist;47,86;-3,25
langoelan;48,12;-3,23
locmariaquer;47,58;-2,96
locmiquelic;47,73;-3,33
lorient;47,75;-3,38
merlevenez;47,73;-3,24
montertelot;47,89;-2,41
neant_sur_yvel;48,02;-2,33
noyal_pontivy;48,06;-2,89
ploemel;47,66;-3,07
guillestre;44,67;6,7
ploemeur;47,73;-3,44
ploerdut;48,09;-3,29
ploermel;47,92;-2,38
pluherlin;47,72;-2,37
pont_scorff;47,84;-3,42
quiberon;47,49;-3,12
reguiny;47,99;-2,77
val_d_oust;47,87;-2,43
val_d_oust;47,87;-2,43
st_abraham;47,85;-2,41
st_aignan;48,18;-3,05
st_barthelemy;47,93;-3,04
st_gerand_croixanvec;48,11;-2,89
st_gorgon;47,64;-2,24
st_clement_sur_durance;44,65;6,56
st_jean_la_poterie;47,65;-2,12
st_martin_sur_oust;47,76;-2,26
sauzon;47,35;-3,23
sulniac;47,66;-2,56
le_tour_du_parc;47,53;-2,65
trehorenteuc;48;-2,3
la_trinite_sur_mer;47,59;-3,04
kernascleden;48,01;-3,33
audierne;48,03;-4,56
benodet;47,88;-4,08
beuzec_cap_sizun;48,07;-4,51
bolazec;48,44;-3,59
briec;48,09;-4,02
plouneour_brignogan_plages;48,65;-4,33
carantec;48,66;-3,91
clohars_carnoet;47,79;-3,57
le_cloitre_pleyben;48,26;-3,9
collorec;48,29;-3,77
combrit;47,89;-4,16
crozon;48,24;-4,49
dineault;48,22;-4,17
elliant;48,01;-3,9
goulien;48,06;-4,59
guiler_sur_goyen;48,02;-4,36
ile_de_batz;48,75;-4,01
ile_tudy;47,85;-4,16
irvillac;48,37;-4,2
le_juch;48,06;-4,27
landeda;48,59;-4,58
lanhouarneau;48,58;-4,2
lanmeur;48,64;-3,72
lanneanou;48,5;-3,67
laz;48,14;-3,84
locquenole;48,62;-3,86
locunole;47,92;-3,49
lothey;48,18;-4,03
mespaul;48,61;-4,06
morlaix;48,6;-3,82
pencran;48,44;-4,22
penmarch;47,81;-4,34
peumerit;47,95;-4,3
plobannalec_lesconil;47,82;-4,23
ploneour_lanvern;47,91;-4,27
plonevez_du_faou;48,26;-3,82
ploudaniel;48,52;-4,31
ploudiry;48,46;-4,13
plouenan;48,62;-3,98
plouescat;48,67;-4,18
plougar;48,56;-4,13
plougasnou;48,68;-3,81
plougonven;48,51;-3,73
plougoulm;48,66;-4,04
plougourvest;48,55;-4,07
plouguerneau;48,6;-4,49
plouvien;48,54;-4,47
plouye;48,32;-3,73
plovan;47,93;-4,36
pont_croix;48,05;-4,5
quemeneven;48,12;-4,14
quimperle;47,86;-3,56
st_evarzec;47,95;-4,01
st_martin_des_champs;48,58;-3,86
st_pabu;48,56;-4,62
st_segal;48,24;-4,08
st_urbain;48,4;-4,22
st_yvi;47,96;-3,94
scaer;48,03;-3,73
taule;48,6;-3,9
treflaouenan;48,63;-4,1
tregarvan;48,24;-4,23
tremeven;47,9;-3,53
le_trevoux;47,89;-3,66
andouille_neuville;48,3;-1,6
argentre_du_plessis;48,05;-1,14
bazouges_la_perouse;48,44;-1,56
becherel;48,3;-1,94
la_boussac;48,52;-1,65
breal_sous_montfort;48,04;-1,87
chantepie;48,08;-1,6
la_chapelle_des_fougeretz;48,18;-1,74
la_chapelle_erbree;48,14;-1,09
chateaugiron;48,05;-1,47
chauvigne;48,38;-1,45
chelun;47,85;-1,24
cherrueix;48,59;-1,72
comblessac;47,87;-2,09
combourtille;48,27;-1,26
cuguen;48,44;-1,66
dourdain;48,19;-1,38
erce_en_lamee;47,82;-1,58
fleurigne;48,36;-1,11
grand_fougeray;47,73;-1,73
la_guerche_de_bretagne;47,94;-1,24
guichen;47,97;-1,79
janze;47,94;-1,5
langon;47,73;-1,87
langouet;48,25;-1,81
lassy;47,97;-1,86
lecousse;48,36;-1,22
liffre;48,2;-1,51
longaulnay;48,31;-1,94
louvigne_du_desert;48,49;-1,12
luitre_dompierre;48,29;-1,13
martigne_ferchaud;47,83;-1,33
val_d_anast;47,9;-2,02
medreac;48,26;-2,06
mernel;47,9;-1,95
mezieres_sur_couesnon;48,3;-1,44
les_portes_du_coglais;48,45;-1,34
montreuil_sur_ille;48,31;-1,67
noyal_sous_bazouges;48,42;-1,62
noyal_chatillon_sur_seiche;48,05;-1,66
noyal_chatillon_sur_seiche;48,05;-1,66
noyal_sur_vilaine;48,09;-1,51
pleine_fougeres;48,53;-1,57
plelan_le_grand;48;-2,08
pleurtuit;48,58;-2,06
quebriac;48,36;-1,81
rennes;48,11;-1,68
retiers;47,91;-1,34
le_rheu;48,1;-1,78
st_armel;48,01;-1,58
st_domineuc;48,36;-1,87
st_georges_de_grehaigne;48,58;-1,55
st_germain_du_pinel;48;-1,17
st_gilles;48,15;-1,85
rives_du_couesnon;48,28;-1,35
rives_du_couesnon;48,28;-1,35
st_leger_des_pres;48,39;-1,66
st_malo;48,64;-1,98
st_malon_sur_mel;48,09;-2,11
st_marc_le_blanc;48,37;-1,4
st_ouen_des_alleux;48,33;-1,43
st_remy_du_plain;48,38;-1,57
st_symphorien;48,28;-1,8
le_sel_de_bretagne;47,9;-1,61
servon_sur_vilaine;48,12;-1,46
sixt_sur_aff;47,77;-2,05
taillis;48,18;-1,24
torce;48,06;-1,27
trans_la_foret;48,49;-1,6
treverien;48,37;-1,92
vezin_le_coquet;48,12;-1,75
vieux_vy_sur_couesnon;48,33;-1,5
vignoc;48,26;-1,76
le_tronchet;48,49;-1,84
pont_pean;48,01;-1,7
aucaleuc;48,45;-2,13
begard;48,63;-3,29
belle_isle_en_terre;48,53;-3,38
boqueho;48,47;-2,98
calorguen;48,41;-2,03
canihuel;48,34;-3,1
coadout;48,51;-3,18
le_mene;48,28;-2,53
dinan;48,45;-2,05
le_faouet;48,68;-3,07
le_foeil;48,42;-2,91
glomel;48,21;-3,39
gouarec;48,24;-3,2
gurunhuel;48,51;-3,29
la_harmoye;48,35;-2,97
hemonstoir;48,16;-2,85
jugon_les_lacs_commune_nouvelle;48,41;-2,33
lamballe_armor;48,49;-2,47
lancieux;48,6;-2,15
languenan;48,51;-2,13
bon_repos_sur_blavet;48,22;-3,12
lanloup;48,71;-2,97
lannebert;48,65;-3,01
lannion;48,74;-3,46
lantic;48,6;-2,9
lanvellec;48,61;-3,53
loc_envel;48,51;-3,41
louargat;48,56;-3,34
loudeac;48,17;-2,75
la_malhoure;48,4;-2,49
le_merzer;48,58;-3,07
la_motte;48,23;-2,71
mousteru;48,53;-3,23
pabu;48,58;-3,14
paule;48,23;-3,46
pleboulle;48,59;-2,33
pledeliac;48,47;-2,37
plelo;48,55;-2,93
plerin;48,54;-2,77
plerin;48,54;-2,77
plestan;48,41;-2,44
pleubian;48,84;-3,13
pleumeur_bodou;48,79;-3,52
pleumeur_bodou;48,79;-3,52
pleven;48,49;-2,32
plevin;48,22;-3,52
ploeuc_l_hermitage;48,34;-2,8
chatelaudren_plouagat;48,53;-2,99
beaussais_sur_mer;48,56;-2,14
ploubezre;48,69;-3,45
plouer_sur_rance;48,53;-2,01
plouezec;48,74;-2,98
plougras;48,5;-3,56
plouha;48,68;-2,93
plouzelambre;48,65;-3,54
pluduno;48,52;-2,28
plumieux;48,11;-2,59
pommeret;48,46;-2,62
pontrieux;48,7;-3,16
quessoy;48,43;-2,66
le_quillio;48,24;-2,9
st_agathon;48,56;-3,1
st_andre_des_eaux;48,37;-2,01
st_carne;48,42;-2,06
st_carreuc;48,4;-2,75
st_cast_le_guildo;48,6;-2,25
st_glen;48,35;-2,52
st_judoce;48,36;-1,95
st_julien;48,45;-2,82
st_mayeux;48,26;-3,02
st_rieul;48,44;-2,42
sevignac;48,33;-2,32
tredarzec;48,79;-3,2
tredrez_locquemeau;48,71;-3,56
treduder;48,65;-3,57
tregomeur;48,57;-2,88
tregrom;48,59;-3,4
tregueux;48,48;-2,75
tremorel;48,19;-2,3
tremuson;48,52;-2,85
yvias;48,71;-3,05
yvignac_la_tour;48,35;-2,17
botsorhel;48,51;-3,63
crozon;48,24;-4,49
daoulas;48,36;-4,26
douarnenez;48,08;-4,33
le_drennec;48,53;-4,38
le_faou;48,31;-4,14
la_feuillee;48,39;-3,85
le_folgoet;48,57;-4,35
la_foret_fouesnant;47,92;-3,97
gourlizon;48,03;-4,27
guengat;48,04;-4,2
guilligomarc_h;47,94;-3,43
milizac_guipronvel;48,47;-4,57
hanvec;48,33;-4,14
lampaul_plouarzel;48,45;-4,76
lanarvily;48,56;-4,38
landevennec;48,28;-4,31
landivisiau;48,52;-4,06
landrevarzec;48,09;-4,07
landudec;48;-4,33
landunvez;48,53;-4,73
lannedern;48,29;-3,9
locmaria_plouzane;48,37;-4,65
locquirec;48,68;-3,67
loctudy;47,83;-4,19
logonna_daoulas;48,33;-4,29
loperec;48,3;-4,03
la_martyre;48,44;-4,17
mellac;47,9;-3,59
moelan_sur_mer;47,81;-3,65
nevez;47,82;-3,78
ploeven;48,16;-4,21
plomeur;47,84;-4,29
plouarzel;48,44;-4,72
plouegat_guerand;48,62;-3,67
plouhinec;48,01;-4,49
plouigneau;48,57;-3,7
plounevezel;48,31;-3,57
plouzane;48,38;-4,6
plouzevede;48,59;-4,1
pouldreuzic;47,96;-4,36
poullaouen;48,35;-3,64
querrien;47,96;-3,55
riec_sur_belon;47,85;-3,69
st_coulitz;48,18;-4,07
st_jean_trolimon;47,87;-4,31
st_thegonnec_loc_eguiner;48,5;-3,94
st_thegonnec_loc_eguiner;48,5;-3,94
st_thonan;48,48;-4,32
santec;48,7;-4,03
telgruc_sur_mer;48,23;-4,36
tourch;48,03;-3,82
tremaouezan;48,51;-4,26
argol;48,25;-4,3
bannalec;47,94;-3,7
berrien;48,4;-3,77
bohars;48,43;-4,52
plouneour_brignogan_plages;48,65;-4,33
cast;48,15;-4,12
cleden_cap_sizun;48,05;-4,66
clohars_carnoet;47,79;-3,57
commana;48,41;-3,97
concarneau;47,9;-3,91
dirinon;48,4;-4,27
douarnenez;48,08;-4,33
ergue_gaberic;48,01;-4,01
guerlesquin;48,53;-3,59
guilvinec;47,8;-4,29
guimaec;48,68;-3,71
guipavas;48,43;-4,4
henvic;48,63;-3,93
kerlaz;48,09;-4,26
kerlouan;48,65;-4,38
kernoues;48,59;-4,34
kersaint_plabennec;48,48;-4,36
lampaul_ploudalmezeau;48,55;-4,65
landerneau;48,45;-4,26
lesneven;48,58;-4,31
leuhan;48,1;-3,78
locmelar;48,45;-4,06
loperhet;48,38;-4,31
melgven;47,91;-3,84
ile_d_ouessant;48,46;-5,09
penmarch;47,81;-4,34
plabennec;48,49;-4,42
pleyber_christ;48,51;-3,87
plobannalec_lesconil;47,82;-4,23
plomelin;47,94;-4,15
ploneis;48,01;-4,21
plonevez_porzay;48,13;-4,24
plouegat_moysan;48,57;-3,62
plougastel_daoulas;48,36;-4,38
plougonvelin;48,35;-4,72
plougonvelin;48,35;-4,72
ploumoguer;48,4;-4,72
plouneventer;48,52;-4,21
plouvorn;48,58;-4,02
pluguffan;47,97;-4,19
porspoder;48,5;-4,75
la_roche_maurice;48,47;-4,19
roscanvel;48,32;-4,56
rosnoen;48,27;-4,2
st_meen;48,55;-4,26
st_renan;48,43;-4,62
st_thois;48,15;-3,91
st_vougay;48,59;-4,15
scrignac;48,43;-3,67
sibiril;48,66;-4,07
tregarantec;48,55;-4,29
treguennec;47,88;-4,34
tregunc;47,84;-3,84
le_trehou;48,39;-4,13
treogat;47,91;-4,34
treouergat;48,49;-4,6
aubigne;48,3;-1,63
bedee;48,19;-1,95
boistrudan;47,98;-1,4
la_bouexiere;48,17;-1,44
bovel;47,96;-1,96
brielles;48,01;-1,1
cancale;48,68;-1,87
chanteloup;47,95;-1,62
chateaugiron;48,05;-1,47
chevaigne;48,22;-1,64
corps_nuds;47,98;-1,57
crevin;47,93;-1,66
domagne;48,07;-1,41
drouges;47,9;-1,26
epiniac;48,5;-1,7
erbree;48,11;-1,12
esse;47,95;-1,43
la_fresnais;48,59;-1,84
goven;48,01;-1,84
guichen;47,97;-1,79
guignen;47,92;-1,86
l_hermitage;48,12;-1,82
laille;47,97;-1,71
langan;48,24;-1,85
lieuron;47,85;-1,93
luitre_dompierre;48,29;-1,13
melesse;48,22;-1,69
montauban_de_bretagne;48,2;-2,07
muel;48,12;-2,16
orgeres;47,99;-1,67
pance;47,89;-1,64
parigne;48,43;-1,2
le_pertre;48,03;-1,06
le_petit_fougeray;47,93;-1,62
pipriac;47,81;-1,94
pire_chance;48,01;-1,42
pire_chance;48,01;-1,42
plerguer;48,53;-1,85
poce_les_bois;48,12;-1,26
le_rheu;48,1;-1,78
st_aubin_d_aubigne;48,26;-1,6
st_aubin_des_landes;48,1;-1,29
st_aubin_du_cormier;48,26;-1,42
st_brieuc_des_iffs;48,3;-1,84
ste_colombe;47,9;-1,46
st_germain_en_cogles;48,4;-1,26
st_jean_sur_vilaine;48,12;-1,34
st_lunaire;48,62;-2,1
st_m_herve;48,17;-1,11
st_pern;48,28;-1,98
mesnil_roc_h;48,46;-1,88
la_selle_en_luitre;48,32;-1,15
thorigne_fouillard;48,16;-1,58
le_tiercent;48,35;-1,42
treffendel;48,03;-2,01
tremeheuc;48,44;-1,7
val_d_ize;48,19;-1,31
le_verger;48,07;-1,94
vern_sur_seiche;48,05;-1,61
visseiche;47,96;-1,3
amanlis;48;-1,5
val_couesnon;48,44;-1,46
bains_sur_oust;47,71;-2,08
bais;48,01;-1,31
balaze;48,18;-1,18
la_bazouge_du_desert;48,44;-1,11
betton;48,18;-1,65
boisgervilly;48,17;-2,08
bonnemain;48,47;-1,76
la_bosse_de_bretagne;47,87;-1,59
bourgbarre;47,99;-1,62
breal_sous_vitre;48,09;-1,06
brece;48,11;-1,49
les_brulais;47,89;-2,06
champeaux;48,14;-1,3
la_chapelle_bouexic;47,94;-1,92
la_chapelle_du_lou_du_lac;48,22;-1,99
la_chapelle_de_brain;47,7;-1,93
la_chapelle_thouarault;48,13;-1,86
chasne_sur_illet;48,24;-1,57
chateaubourg;48,12;-1,4
chateaubourg;48,12;-1,4
le_chatellier;48,43;-1,25
cintre;48,11;-1,89
coesmes;47,87;-1,42
combourg;48,41;-1,75
cornille;48,08;-1,31
la_couyere;47,89;-1,5
eance;47,82;-1,25
etrelles;48,07;-1,22
feins;48,33;-1,63
geveze;48,21;-1,8
gosne;48,25;-1,46
la_gouesniere;48,6;-1,89
guipel;48,29;-1,72
hede_bazouges;48,3;-1,78
hede_bazouges;48,3;-1,78
iffendic;48,11;-2,02
livre_sur_changeon;48,23;-1,35
marcille_raoul;48,37;-1,61
val_d_anast;47,9;-2,02
mece;48,24;-1,29
melle;48,48;-1,19
guipry_messac;47,82;-1,83
guipry_messac;47,82;-1,83
la_meziere;48,21;-1,75
montauban_de_bretagne;48,2;-2,07
mont_dol;48,57;-1,76
monterfil;48,06;-1,99
montgermont;48,15;-1,72
montreuil_des_landes;48,25;-1,23
montreuil_le_gast;48,24;-1,72
mordelles;48,09;-1,84
moulins;48,01;-1,36
nouvoitou;48,03;-1,55
pace;48,15;-1,78
parce;48,27;-1,19
plechatel;47,88;-1,73
plechatel;47,88;-1,73
pleumeleuc;48,18;-1,89
quedillac;48,24;-2,14
la_richardais;48,61;-2,04
romille;48,22;-1,88
roz_sur_couesnon;48,6;-1,59
ste_anne_sur_vilaine;47,73;-1,81
st_briac_sur_mer;48,62;-2,12
maen_roch;48,4;-1,35
st_christophe_des_bois;48,23;-1,24
st_coulomb;48,68;-1,92
st_gondran;48,27;-1,83
st_gonlay;48,11;-2,08
st_guinoux;48,58;-1,89
rives_du_couesnon;48,28;-1,35
st_malo_de_phily;47,87;-1,81
st_sauveur_des_landes;48,35;-1,31
st_senoux;47,91;-1,79
st_thual;48,34;-1,93
saulnieres;47,92;-1,58
la_selle_guerchaise;47,94;-1,17
teillay;47,81;-1,52
vergeal;48,04;-1,26
vieux_viel;48,5;-1,55
villamee;48,46;-1,22
le_vivier_sur_mer;48,6;-1,78
