label;latitude;longitude
mouhers;46,56;1,78
neret;46,57;2,14
obterre;46,91;1,06
paudy;47,03;1,92
le_pont_chretien_chabenet;46,63;1,5
poulaines;47,15;1,64
pouligny_notre_dame;46,47;2,01
prissac;46,52;1,3
rivarennes;46,61;1,38
rosnay;46,71;1,21
st_aout;46,73;1,96
st_benoit_du_sault;46,45;1,4
ste_severe_sur_indre;46,5;2,07
st_valentin;46,96;1,85
segry;46,88;2,1
selles_sur_nahon;47,02;1,46
thizay;46,9;1,93
le_tranger;46,97;1,25
urciers;46,53;2,15
vatan;47,05;1,83
la_vernelle;47,24;1,56
veuil;47,13;1,51
villegouin;46,97;1,36
ambillou;47,45;0,45
assay;47,07;0,28
azay_le_rideau;47,27;0,47
barrou;46,88;0,77
beaulieu_les_loches;47,13;1,02
beaumont_en_veron;47,19;0,19
beaumont_village;47,18;1,2
braslou;47;0,41
breches;47,56;0,41
brehemont;47,29;0,36
charge;47,43;1,04
cigogne;47,27;0,94
cinais;47,16;0,18
cinq_mars_la_pile;47,35;0,45
continvoir;47,37;0,24
couesmes;47,55;0,36
courcay;47,25;0,88
crissay_sur_manse;47,17;0,49
dolus_le_sec;47,16;0,89
le_grand_pressigny;46,92;0,82
la_guerche;46,89;0,73
hommes;47,42;0,28
lemere;47,09;0,34
le_liege;47,23;1,11
ligre;47,11;0,27
le_louroux;47,16;0,76
lussault_sur_loire;47,39;0,92
luzille;47,27;1,06
maille;47,05;0,59
manthelan;47,14;0,82
marcay;47,08;0,21
montbazon;47,28;0,71
monts;47,28;0,65
nazelles_negron;47,43;0,95
neuville_sur_brenne;47,61;0,92
poce_sur_cisse;47,44;0,99
pont_de_ruan;47,26;0,56
ports_sur_vienne;47,01;0,54
restigne;47,29;0,24
reugny;47,49;0,87
richelieu;47,01;0,32
riviere;47,14;0,27
st_christophe_sur_le_nais;47,62;0,47
st_cyr_sur_loire;47,42;0,66
st_etienne_de_chigny;47,39;0,5
st_genouph;47,37;0,59
st_jean_st_germain;47,08;1,06
ste_maure_de_touraine;47,12;0,64
st_ouen_les_vignes;47,48;1
st_pierre_des_corps;47,39;0,74
saunay;47,6;0,96
souvigny_de_touraine;47,4;1,08
tauxigny_st_bauld;47,2;0,83
la_tour_st_gelin;47,06;0,4
tours;47,4;0,7
vernou_sur_brenne;47,44;0,84
villaines_les_rochers;47,22;0,5
vouvray;47,43;0,8
ambloy;47,71;0,97
ange;47,32;1,24
avaray;47,73;1,55
aze;47,86;1
baillou;47,98;0,85
binas;47,91;1,47
briou;47,82;1,47
cande_sur_beuvron;47,51;1,27
champigny_en_beauce;47,72;1,26
la_chapelle_encherie;47,83;1,21
chauvigny_du_perche;47,96;1,08
valloire_sur_cisse;47,53;1,21
le_controis_en_sologne;47,43;1,37
epiais;47,81;1,25
faverolles_sur_cher;47,31;1,18
la_ferte_beauharnais;47,54;1,85
la_fontenelle;48,06;1,01
fosse;47,63;1,28
herbault;47,62;1,16
houssay;47,75;0,95
maray;47,24;1,87
mazange;47,84;0,95
mehers;47,33;1,45
mesland;47,52;1,1
meusnes;47,25;1,5
valencisse;47,58;1,2
les_montils;47,5;1,3
montoire_sur_le_loir;47,77;0,85
montrichard_val_de_cher;47,36;1,19
montrieux_en_sologne;47,55;1,72
moree;47,92;1,25
nourray;47,72;1,05
oucques_la_nouvelle;47,81;1,28
ouzouer_le_doyen;47,94;1,34
beauce_la_romaine;47,94;1,46
beauce_la_romaine;47,94;1,46
beauce_la_romaine;47,94;1,46
rahart;47,87;1,06
rilly_sur_loire;47,46;1,14
roce;47,81;1,15
roches;47,79;1,45
les_roches_l_eveque;47,79;0,89
rougeou;47,36;1,54
st_aignan;47,25;1,33
st_cyr_du_gault;47,62;1,03
st_georges_sur_cher;47,31;1,14
st_gervais_la_foret;47,56;1,36
st_gourgon;47,66;1,01
st_julien_de_chedon;47,32;1,21
st_laurent_des_bois;47,86;1,46
st_lubin_en_vergonnois;47,62;1,21
selles_st_denis;47,38;1,91
selommes;47,77;1,21
couetron_au_perche;48,06;0,89
suevres;47,68;1,45
valaire;47,47;1,26
vernou_en_sologne;47,5;1,69
villeneuve_frouville;47,78;1,32
villermain;47,86;1,53
aillant_sur_milleron;47,8;2,94
artenay;48,08;1,88
authon;47,64;0,88
audeville;48,28;2,24
la_chapelle_vendomoise;47,68;1,24
autruy_sur_juine;48,28;2,09
chatillon_sur_cher;47,29;1,48
baule;47,81;1,67
chaumont_sur_loire;47,47;1,2
bellegarde;47,97;2,39
chaumont_sur_tharonne;47,61;1,92
boesses;48,15;2,43
cheverny;47,48;1,45
boismorand;47,78;2,72
choussy;47,37;1,35
boismorand;47,78;2,72
concriers;47,78;1,48
bondaroy;48,19;2,28
le_controis_en_sologne;47,43;1,37
bordeaux_en_gatinais;48,1;2,54
cormenon;47,96;0,91
boulay_les_barres;47,97;1,78
cormeray;47,49;1,4
bouzy_la_foret;47,87;2,37
courbouzon;47,7;1,55
briare;47,65;2,74
cour_cheverny;47,51;1,48
chalette_sur_loing;48,02;2,74
courmemin;47,47;1,63
les_aix_d_angillon;47,19;2,56
chantecoq;48,04;2,97
danze;47,91;1,01
arcay;46,96;2,34
la_chapelle_st_sepulcre;48,01;2,84
droue;48,03;1,07
argenvieres;47,14;2,99
chateauneuf_sur_loire;47,89;2,23
les_essarts;47,73;0,71
assigny;47,43;2,75
chatillon_le_roi;48,16;2,1
faye;47,8;1,19
avord;47,03;2,67
checy;47,9;2,02
fontaine_les_coteaux;47,8;0,84
bannegon;46,81;2,73
chevillon_sur_huillard;47,97;2,62
fresnes;47,44;1,41
belleville_sur_loire;47,5;2,85
chevry_sous_le_bignon;48,15;2,89
le_gault_du_perche;48,1;0,99
bengy_sur_craon;47;2,73
clery_st_andre;47,81;1,77
huisseau_sur_cosson;47,59;1,45
bessais_le_fromental;46,75;2,77
corbeilles;48,07;2,56
josnes;47,79;1,53
blancafort;47,53;2,54
cortrat;47,91;2,77
lamotte_beuvron;47,6;2,02
blet;46,88;2,73
coudroy;47,9;2,47
lignieres;47,86;1,19
brecy;47,13;2,63
cravant;47,83;1,58
lisle;47,87;1,11
bussy;46,9;2,62
dadonville;48,15;2,27
loreux;47,4;1,84
la_chapelle_hugon;46,9;2,95
epieds_en_beauce;47,96;1,6
lorges;47,82;1,5
la_chapelle_st_ursin;47,06;2,32
ervauville;48,09;2,98
marchenoir;47,83;1,41
chezal_benoit;46,83;2,11
ferrieres_en_gatinais;48,11;2,8
marcilly_en_gault;47,46;1,87
civray;46,97;2,19
gien;47,71;2,67
mer;47,71;1,5
cornusse;46,96;2,73
grangermont;48,19;2,43
millancay;47,45;1,78
culan;46,55;2,36
ingrannes;47,99;2,22
valencisse;47,58;1,2
ennordres;47,42;2,41
laas;48,12;2,22
monteaux;47,49;1,11
henrichemont;47,3;2,54
le_malesherbois;48,28;2,35
monthou_sur_bievre;47,46;1,27
ids_st_roch;46,71;2,26
le_malesherbois;48,28;2,35
montrichard_val_de_cher;47,36;1,19
jars;47,39;2,63
mardie;47,9;2,07
montrouveau;47,71;0,71
jouet_sur_l_aubois;47,05;3
marigny_les_usages;47,96;2,01
muides_sur_loire;47,67;1,53
jussy_champagne;46,99;2,65
marsainvilliers;48,21;2,27
neuvy;47,57;1,59
jussy_le_chaudrier;47,12;2,94
merinville;48,09;2,94
veuzain_sur_loire;47,51;1,16
lazenay;47,07;2,08
mezieres_en_gatinais;48,02;2,48
orcay;47,31;2,12
levet;46,93;2,39
montliard;48,02;2,4
oucques_la_nouvelle;47,81;1,28
lissay_lochy;46,97;2,39
mormant_sur_vernisson;47,94;2,73
perigny;47,75;1,15
mehun_sur_yevre;47,14;2,22
le_moulinet_sur_solin;47,82;2,61
rhodon;47,75;1,27
meillant;46,78;2,51
moulon;48,02;2,6
romilly;47,95;1,03
menetreol_sous_sancerre;47,32;2,87
noyers;47,91;2,54
romorantin_lanthenay;47,37;1,74
mery_es_bois;47,31;2,38
olivet;47,85;1,89
st_firmin_des_pres;47,84;1,1
morogues;47,26;2,6
ouzouer_sur_loire;47,78;2,48
st_loup;47,26;1,82
neuilly_en_dun;46,8;2,78
ouzouer_sur_trezee;47,68;2,81
st_martin_des_bois;47,73;0,82
nohant_en_gout;47,09;2,58
pannecieres;48,29;2,14
st_ouen;47,83;1,07
osmoy;47,06;2,51
pers_en_gatinais;48,12;2,91
st_rimay;47,77;0,92
la_perche;46,63;2,57
pressigny_les_pins;47,88;2,76
st_romain_sur_cher;47,32;1,39
pigny;47,16;2,44
ramoulu;48,23;2,31
st_viatre;47,51;1,93
plou;47,03;2,15
rebrechien;47,99;2,02
salbris;47,41;2,04
poisieux;47,03;2,09
st_aignan_le_jaillard;47,73;2,42
santenay;47,57;1,1
rezay;46,67;2,17
st_jean_de_la_ruelle;47,91;1,87
sarge_sur_braye;47,93;0,86
st_eloy_de_gy;47,17;2,33
st_loup_des_vignes;48,04;2,43
sassay;47,39;1,45
st_georges_sur_la_pree;47,22;1,95
st_martin_d_abbat;47,88;2,31
savigny_sur_braye;47,87;0,83
st_hilaire_de_gondilly;47,02;2,9
st_maurice_sur_aveyron;47,85;2,96
soings_en_sologne;47,41;1,53
st_hilaire_de_gondilly;47,02;2,9
st_pere_sur_loire;47,78;2,37
couetron_au_perche;48,06;0,89
st_jeanvrin;46,6;2,24
saran;47,95;1,88
souvigny_en_sologne;47,65;2,17
st_martin_des_champs;47,17;2,93
seichebrieres;47,98;2,27
troo;47,79;0,78
ste_montaine;47,5;2,32
la_selle_sur_le_bied;48,07;2,9
vallieres_les_grandes;47,41;1,15
st_pierre_les_bois;46,67;2,28
sougy;48,06;1,8
vievy_le_raye;47,87;1,3
st_pierre_les_etieux;46,73;2,59
sully_la_chapelle;47,98;2,17
villedieu_le_chateau;47,71;0,64
st_priest_la_marche;46,45;2,18
thou;47,58;2,9
villefrancoeur;47,7;1,2
st_symphorien;46,81;2,3
trainou;47,97;2,1
villeporcher;47,64;0,99
ste_thorette;47,08;2,21
trinay;48,08;1,95
villerbon;47,66;1,36
sancoins;46,82;2,91
varennes_changy;47,86;2,66
santranges;47,5;2,76
villemoutiers;47,99;2,56
sens_beaujeu;47,33;2,69
vrigny;48,07;2,25
serruelles;46,88;2,38
sevry;47,14;2,82
soulangis;47,18;2,52
sury_en_vaux;47,37;2,8
thou;47,42;2,67
torteron;47,01;2,98
uzay_le_venon;46,82;2,46
vignoux_sous_les_aix;47,18;2,47
vignoux_sur_barangeon;47,21;2,18
villequiers;47,08;2,79
adon;47,76;2,8
ascheres_le_marche;48,11;2,01
attray;48,12;2,13
auvilliers_en_gatinais;47,97;2,49
batilly_en_puisaye;47,61;2,89
bazoches_sur_le_betz;48,13;2,99
boigny_sur_bionne;47,93;2,02
bou;47,87;2,05
boynes;48,12;2,36
bray_st_aignan;47,83;2,37
breteau;47,68;2,89
briarres_sur_essonne;48,23;2,41
cercottes;47,99;1,9
cerdon;47,63;2,38
cernoy_en_berry;47,55;2,65
cesarville_dossainville;48,26;2,28
chaingy;47,89;1,77
chanteau;47,98;1,96
la_chapelle_onzerain;48,03;1,61
le_charme;47,8;2,99
chatenoy;47,92;2,41
chevilly;48,03;1,89
les_choux;47,79;2,66
chuelles;48;2,97
combreux;47,96;2,31
corquilleroy;48,04;2,69
coullons;47,62;2,51
courcelles_le_roi;48,1;2,33
courtenay;48,02;3,06
darvoy;47,85;2,09
douchy_montcorbon;47,96;3,07
erceville;48,25;2,03
escrennes;48,14;2,18
gidy;47,99;1,84
gondreville;48,05;2,65
griselles;48,07;2,84
huetre;48,03;1,8
lailly_en_val;47,75;1,72
ligny_le_ribault;47,68;1,79
lion_en_sullias;47,72;2,48
le_malesherbois;48,28;2,35
meung_sur_loire;47,84;1,7
nancray_sur_rimarde;48,07;2,32
la_neuville_sur_essonne;48,18;2,38
nogent_sur_vernisson;47,84;2,73
orleans;47,87;1,92
ormes;47,95;1,81
pierrefitte_es_bois;47,51;2,69
pithiviers;48,18;2,25
rozieres_en_beauce;47,94;1,71
st_benoit_sur_loire;47,81;2,32
st_brisson_sur_loire;47,63;2,68
st_denis_en_val;47,88;1,97
ste_genevieve_des_bois;47,81;2,79
st_lye_la_foret;48,04;1,97
st_pryve_st_mesmin;47,88;1,85
sandillon;47,84;2,03
la_selle_en_hermoy;48,01;2,89
la_selle_sur_le_bied;48,07;2,9
semoy;47,94;1,96
sermaises;48,3;2,2
sully_sur_loire;47,75;2,36
sury_aux_bois;47,95;2,36
treilles_en_gatinais;48,08;2,67
vannes_sur_cosson;47,72;2,21
vienne_en_val;47,78;2,12
villamblain;48,01;1,55
villeneuve_sur_conie;48,05;1,65
villevoques;48,03;2,63
villorceau;47,8;1,6
acheres;47,28;2,46
baugy;47,05;2,74
baugy;47,05;2,74
berry_bouy;47,13;2,3
la_celle_conde;46,79;2,18
chalivoy_milon;46,86;2,7
la_chapelle_d_angillon;47,37;2,44
charost;46,99;2,13
chateaumeillant;46,55;2,21
chateauneuf_sur_cher;46,87;2,34
le_chatelet;46,63;2,29
chavannes;46,86;2,4
chery;47,12;2,03
cogny;46,85;2,64
cuffy;46,97;3,04
dampierre_en_crot;47,46;2,57
etrechy;47,16;2,72
farges_allichamps;46,76;2,41
farges_en_septaine;47,07;2,64
faverdines;46,64;2,46
la_groutte;46,69;2,51
humbligny;47,26;2,65
ignol;46,96;2,86
limeux;47,08;2,12
lugny_champagne;47,18;2,83
menetou_salon;47,24;2,49
menetreol_sur_sauldre;47,45;2,29
mereau;47,18;2,05
morlac;46,73;2,32
moulins_sur_yevre;47,09;2,53
nancay;47,37;2,18
neuvy_sur_barangeon;47,32;2,27
nozieres;46,74;2,42
osmery;46,94;2,66
parassy;47,24;2,54
plaimpied_givaudins;47,01;2,44
le_pondy;46,8;2,64
presly;47,39;2,32
preuilly;47,1;2,16
quincy;47,13;2,16
raymond;46,97;2,69
reigny;46,59;2,34
st_amand_montrond;46,73;2,52
st_denis_de_palin;46,93;2,52
st_just;46,99;2,5
st_leger_le_petit;47,11;3
st_loup_des_chaumes;46,83;2,38
st_martin_d_auxigny;47,21;2,38
st_outrille;47,14;1,81
sancerre;47,33;2,82
sidiailles;46,51;2,31
sury_pres_lere;47,48;2,85
touchay;46,72;2,21
vailly_sur_sauldre;47,46;2,65
venesmes;46,85;2,28
vereaux;46,87;2,88
vesdun;46,55;2,44
villabon;47,1;2,68
st_jean_de_niost;45,84;5,21
villieu_loyes_mollon;45,93;5,23
vregny;49,41;3,42
watigny;49,92;4,2
bellerive_sur_allier;46,12;3,4
colombier;46,27;2,79
angles;43,94;6,55
castellane;43,84;6,49
l_hospitalet;44,11;5,71
malijai;44,03;6,05
montfuron;43,83;5,69
revest_des_brousses;43,98;5,68
la_rochegiron;44,11;5,66
saumane;44,08;5,68
simiane_la_rotonde;43,98;5,56
soleilhas;43,86;6,65
thorame_basse;44,11;6,49
charnoz_sur_ain;45,87;5,22
st_eloi;45,93;5,15
villieu_loyes_mollon;45,93;5,23
commentry;46,28;2,75
desertines;46,36;2,63
malicorne;46,31;2,77
aubenas_les_alpes;43,93;5,68
barles;44,27;6,25
castellane;43,84;6,49
demandolx;43,87;6,57
les_mees;43,99;5,97
val_d_oronaye;44,44;6,85
montclar;44,4;6,34
la_palud_sur_verdon;43,8;6,33
la_palud_sur_verdon;43,8;6,33
peyroules;43,82;6,64
rougon;43,8;6,39
roumoules;43,82;6,15
st_julien_du_verdon;43,91;6,55
selonnet;44,37;6,29
vacheres;43,95;5,64
verdaches;44,27;6,34
vergons;43,92;6,6
villeneuve;43,9;5,86
argent_sur_sauldre;47,56;2,43
augy_sur_aubois;46,78;2,86
azy;47,19;2,71
baugy;47,05;2,74
bourges;47,07;2,4
bouzais;46,71;2,47
cerbois;47,11;2,11
charenton_du_cher;46,74;2,65
chassy;47,04;2,83
colombiers;46,7;2,56
corquoy;46,9;2,32
coust;46,68;2,6
couy;47,11;2,83
crezancay_sur_cher;46,81;2,34
drevant;46,7;2,52
germigny_l_exempt;46,92;2,88
gron;47,12;2,74
herry;47,23;2,94
lugny_bourbonnais;46,93;2,7
lunery;46,94;2,26
marcais;46,7;2,35
massay;47,15;1,99
morthomiers;47,04;2,27
neuilly_en_sancerre;47,31;2,66
neuvy_le_barrois;46,86;3,02
nohant_en_gracay;47,13;1,91
quantilly;47,23;2,45
st_ambroix;46,94;2,12
st_christophe_le_chaudry;46,58;2,39
st_doulchard;47,11;2,36
st_georges_de_poisieux;46,68;2,48
st_germain_du_puy;47,11;2,48
st_hilaire_de_court;47,2;2
st_laurent;47,24;2,18
st_maur;46,57;2,29
st_satur;47,35;2,85
st_vitte;46,54;2,53
saulzais_le_potier;46,6;2,49
le_subdray;47,02;2,31
sury_es_bois;47,46;2,71
thaumiers;46,82;2,67
thenioux;47,26;1,94
veaugues;47,27;2,76
vierzon;47,24;2,08
vornay;46,97;2,59
vouzeron;47,27;2,22
ainay_le_vieil;46,66;2,54
allogny;47,23;2,31
arcomps;46,68;2,43
arpheuilles;46,79;2,57
aubigny_sur_nere;47,49;2,42
beffes;47,09;3
bruere_allichamps;46,78;2,43
charentonnay;47,14;2,87
charly;46,9;2,76
chaumoux_marcilly;47,14;2,78
croisy;46,93;2,83
crosses;47,01;2,57
dampierre_en_gracay;47,18;1,94
dun_sur_auron;46,89;2,56
epineuil_le_fleuriel;46,57;2,56
feux;47,23;2,87
flavigny;46,96;2,8
foecy;47,18;2,15
garigny;47,09;2,88
genouilly;47,19;1,89
givardon;46,83;2,81
gracay;47,14;1,86
groises;47,21;2,81
lantan;46,9;2,66
lury_sur_arnon;47,13;2,06
mareuil_sur_arnon;46,88;2,16
marmagne;47,09;2,27
marseilles_les_aubigny;47,07;2,99
montigny;47,23;2,69
mornay_sur_allier;46,82;3,01
nerondes;47;2,84
le_noyer;47,36;2,67
orcenais;46,71;2,41
ourouer_les_bourdelins;46,92;2,79
precy;47,09;2,93
preveranges;46,45;2,25
primelles;46,91;2,21
rians;47,18;2,62
sagonne;46,86;2,83
st_baudel;46,85;2,2
st_bouize;47,27;2,89
st_ceols;47,22;2,64
st_palais;47,25;2,41
st_saturnin;46,51;2,24
ste_solange;47,14;2,55
savigny_en_sancerre;47,44;2,8
savigny_en_septaine;47,05;2,57
tendron;46,98;2,82
vallenay;46,77;2,38
vasselay;47,16;2,39
vernais;46,77;2,71
verneuil;46,82;2,6
villegenon;47,42;2,6
villeneuve_sur_cher;47,03;2,22
bourg_st_christophe;45,89;5,14
joyeux;45,95;5,1
st_maurice_de_gourdans;45,82;5,17
la_celle;46,23;2,78
auzet;44,31;6,31
castellane;43,84;6,49
le_chaffaut_st_jurson;44,02;6,14
chateau_arnoux_st_auban;44,09;5,99
la_condamine_chatelard;44,46;6,7
la_garde;43,83;6,57
val_d_oronaye;44,44;6,85
montagnac_montpezat;43,77;6,09
moriez;43,96;6,46
revest_du_bion;44,09;5,54
st_andre_les_alpes;43,97;6,5
ste_croix_du_verdon;43,76;6,15
st_paul_sur_ubaye;44,56;6,82
thorame_haute;44,09;6,6
le_vernet;44,28;6,4
villemus;43,86;5,71
abondant;48,8;1,42
alluyes;48,23;1,36
ardelles;48,55;1,18
ardelu;48,36;1,91
commune_nouvelle_d_arrou;48,1;1,13
aunay_sous_crecy;48,66;1,3
les_autels_villevillon;48,18;1
authon_du_perche;48,19;0,89
baigneaux;48,13;1,82
bailleau_armenonville;48,53;1,65
barjouville;48,41;1,47
beauche;48,68;0,98
blandainville;48,32;1,29
bonce;48,31;1,52
brechamps;48,67;1,52
champhol;48,47;1,51
chapelle_royale;48,15;1,04
charpont;48,7;1,43
clevilliers;48,55;1,38
coltainville;48,49;1,6
conie_molitard;48,11;1,44
cormainville;48,13;1,61
la_croix_du_perche;48,28;1,04
crucey_villages;48,67;1,11
dammarie;48,34;1,5
dampierre_sur_avre;48,76;1,14
dancy;48,15;1,46
dangeau;48,21;1,27
dangeau;48,21;1,27
digny;48,53;1,14
epernon;48,59;1,69
ermenonville_la_petite;48,29;1,35
le_favril;48,46;1,11
fessanvilliers_mattanvilliers;48,7;1,04
flacey;48,15;1,33
francourville;48,4;1,66
friaize;48,43;1,12
frunce;48,41;1,2
la_gaudaine;48,3;0,95
gommerville;48,35;1,95
guillonville;48,09;1,64
happonvilliers;48,33;1,1
houx;48,57;1,62
illiers_combray;48,3;1,23
janville_en_beauce;48,2;1,85
levesville_la_chenard;48,3;1,83
louville_la_chenard;48,33;1,8
luigny;48,24;1,03
luray;48,72;1,4
maillebois;48,63;1,15
maintenon;48,58;1,58
marcheville;48,36;1,24
marchezais;48,78;1,51
montlandon;48,39;1,03
montreuil;48,77;1,38
nogent_le_roi;48,63;1,52
nonvilliers_grandhoux;48,34;1,15
ouarville;48,36;1,77
ouerre;48,71;1,49
oysonville;48,39;1,95
peronville;48,06;1,58
les_pinthieres;48,71;1,57
poinville;48,18;1,9
prasville;48,27;1,71
prudemanche;48,72;1,13
revercourt;48,72;1,08
rueil_la_gadeliere;48,7;0,96
st_arnoult_des_bois;48,49;1,26
st_christophe;48,13;1,37
st_eliph;48,45;1,04
st_georges_sur_eure;48,42;1,36
st_jean_pierre_fixte;48,29;0,83
st_lubin_des_joncherets;48,75;1,19
st_luperce;48,44;1,3
st_maurice_st_germain;48,49;1,07
st_ouen_marchefroy;48,86;1,53
st_sauveur_marville;48,6;1,29
santeuil;48,38;1,74
serville;48,77;1,49
terminiers;48,09;1,73
thiron_gardais;48,3;1,01
thivars;48,38;1,45
thiville;48,02;1,37
tremblay_les_villages;48,59;1,37
vernouillet;48,72;1,35
vierville;48,38;1,9
vieuvicq;48,26;1,21
voise;48,4;1,71
les_villages_voveens;48,27;1,59
allouis;47,18;2,24
annoix;46,97;2,54
apremont_sur_allier;46,91;3,02
arcomps;46,68;2,43
ardenais;46,65;2,35
aubinges;47,22;2,59
bannay;47,38;2,87
barlieu;47,49;2,62
beddes;46,61;2,21
boulleret;47,43;2,88
brinay;47,16;2,11
brinon_sur_sauldre;47,57;2,23
bue;47,31;2,79
la_celette;46,64;2,52
la_celle;46,77;2,46
chambon;46,78;2,33
la_chapelle_montlinard;47,18;2,99
la_chapelotte;47,33;2,6
chassy;47,04;2,83
argy;46,94;1,46
chaumont;46,84;2,75
bouges_le_chateau;47,03;1,66
le_chautay;46,99;2,96
chateauroux;46,8;1,69
clemont;47,56;2,33
chatillon_sur_indre;46,99;1,17
concressault;47,49;2,57
chazelet;46,51;1,43
contres;46,86;2,5
ciron;46,63;1,26
corquoy;46,9;2,32
ciron;46,63;1,26
couargues;47,28;2,93
conde;46,89;1,99
cours_les_barres;47,02;3,04
deols;46,84;1,7
crezancy_en_sancerre;47,3;2,75
douadic;46,7;1,12
fussy;47,14;2,43
eguzon_chantome;46,43;1,57
gardefort;47,26;2,82
fontgombault;46,67;0,97
grossouvre;46,87;2,94
gehee;47,04;1,49
la_guerche_sur_l_aubois;46,95;2,95
ingrandes;46,59;0,96
ineuil;46,77;2,28
lizeray;46,99;1,9
ivoy_le_pre;47,36;2,51
lourdoueix_st_michel;46,42;1,73
jalognes;47,23;2,78
maillet;46,58;1,68
lapan;46,92;2,3
la_motte_feuilly;46,55;2,07
lere;47,47;2,87
neuillay_les_bois;46,76;1,48
lignieres;46,76;2,2
neuvy_pailloux;46,9;1,86
loye_sur_arnon;46,63;2,4
oulches;46,6;1,31
maisonnais;46,65;2,22
paulnay;46,86;1,15
menetou_couture;47,04;2,94
le_pechereau;46,58;1,57
menetou_ratel;47,35;2,75
la_perouille;46,71;1,52
mery_sur_cher;47,25;1,99
ruffec;46,62;1,18
montlouis;46,81;2,25
st_christophe_en_bazelle;47,19;1,71
mornay_berry;47,05;2,86
st_cyran_du_jambot;47,02;1,16
neuvy_deux_clochers;47,28;2,69
st_gilles;46,48;1,45
oizon;47,45;2,51
st_maur;46,8;1,62
orval;46,72;2,47
st_medard;47,01;1,27
parnay;46,85;2,56
st_michel_en_brenne;46,79;1,17
st_aignan_des_noyers;46,76;2,82
saulnay;46,87;1,26
st_caprais;46,97;2,3
souge;46,97;1,48
st_florent_sur_cher;46,99;2,25
thenay;46,59;1,43
ste_gemme_en_sancerrois;47,4;2,82
tilly;46,41;1,21
st_georges_sur_moulon;47,19;2,42
val_fouzon;47,2;1,63
st_germain_des_bois;46,89;2,45
val_fouzon;47,2;1,63
st_hilaire_en_lignieres;46,74;2,13
velles;46,7;1,64
st_michel_de_volangis;47,14;2,48
vouillon;46,82;1,91
sancergues;47,16;2,9
amboise;47,39;1
saugy;46,97;2,11
avoine;47,22;0,19
sennecay;46,95;2,44
ballan_mire;47,34;0,6
soye_en_septaine;47,03;2,49
benais;47,32;0,22
subligny;47,4;2,75
betz_le_chateau;47;0,95
thauvenay;47,3;2,87
bourgueil;47,31;0,17
trouy;47,02;2,37
brizay;47,1;0,39
vallenay;46,77;2,38
chambray_les_tours;47,33;0,72
verdigny;47,35;2,81
chanceaux_pres_loches;47,14;0,94
villecelin;46,82;2,2
la_chapelle_aux_naux;47,31;0,42
vinon;47,28;2,83
chateau_renault;47,59;0,91
vorly;46,94;2,47
cheille;47,24;0,42
civray_sur_esves;47,04;0,71
couziers;47,17;0,08
crotelles;47,54;0,82
epeigne_les_bois;47,28;1,12
la_ferriere;47,62;0,76
fondettes;47,41;0,6
francueil;47,31;1,08
les_hermites;47,67;0,76
huismes;47,23;0,25
l_ile_bouchard;47,12;0,42
jaulnay;46,96;0,42
joue_les_tours;47,33;0,65
larcay;47,35;0,78
ligueil;47,04;0,82
marce_sur_esves;47,03;0,66
marigny_marmande;46,98;0,48
montresor;47,15;1,2
morand;47,56;1,01
noizay;47,42;0,9
nouans_les_fontaines;47,13;1,31
orbigny;47,22;1,26
perrusson;47,09;1,01
rille;47,45;0,22
rilly_sur_vienne;47,06;0,5
la_roche_clermault;47,13;0,21
st_antoine_du_rocher;47,5;0,63
st_avertin;47,36;0,74
ste_catherine_de_fierbois;47,16;0,68
st_flovier;46,97;1,02
st_germain_sur_vienne;47,18;0,11
st_laurent_de_lin;47,51;0,27
st_laurent_en_gatines;47,58;0,77
st_martin_le_beau;47,36;0,91
st_quentin_sur_indrois;47,21;1,04
st_roch;47,45;0,57
st_senoch;47,06;0,95
savigny_en_veron;47,21;0,13
sennevieres;47,11;1,11
tavant;47,12;0,39
theneuil;47,1;0,43
verneuil_le_chateau;47,04;0,46
la_ville_aux_dames;47,39;0,77
villebourg;47,64;0,52
villeloin_coulange;47,14;1,24
buxeuil;46,97;0,66
areines;47,8;1,1
artins;47,75;0,75
billy;47,31;1,54
bouffry;48,01;1,09
celle;47,83;0,8
chambord;47,62;1,54
la_chapelle_vicomtesse;47,99;1,04
la_chaussee_st_victor;47,61;1,36
chemery;47,36;1,49
le_controis_en_sologne;47,43;1,37
couddes;47,36;1,4
couffy;47,25;1,44
vallee_de_ronsard;47,75;0,67
crouy_sur_cosson;47,65;1,62
crucheray;47,73;1,1
fortan;47,84;0,91
gombergean;47,65;1,07
lance;47,69;1,07
lancome;47,65;1,13
landes_le_gaulois;47,66;1,17
langon_sur_cher;47,31;1,84
maves;47,74;1,35
meslay;47,82;1,11
moisy;47,92;1,32
mur_de_sologne;47,42;1,6
oucques_la_nouvelle;47,81;1,28
beauce_la_romaine;47,94;1,46
beauce_la_romaine;47,94;1,46
beauce_la_romaine;47,94;1,46
pezou;47,87;1,15
le_plessis_dorin;48,09;0,86
le_plessis_l_echelle;47,81;1,43
prunay_cassereau;47,68;0,91
renay;47,84;1,17
ste_anne;47,76;1,08
st_etienne_des_guerets;47,6;1,06
st_hilaire_la_gravelle;47,93;1,18
st_jacques_des_guerets;47,77;0,79
st_julien_sur_cher;47,27;1,78
st_marc_du_cor;47,97;0,97
st_sulpice_de_pommeray;47,6;1,26
sambin;47,43;1,28
