code_site;code_station;longitude;latitude;code_commune_station;libelle;code_departement;code_region;libelle_region
I4053020;I405302001;-0.449579756;49.241212315;14123;CAIRON;14;28;NORMANDIE
I5013010;I501301001;-0.932057187;48.815501559;14584;SAINT-GERMAIN-DE-TALLEVENDE-LA-LANDE-VAUMONT;14;28;NORMANDIE
I5013020;I501302001;-0.965008796;48.814187325;14611;SAINT-MANVIEU-BOCAGE;14;28;NORMANDIE
I5013030;I501303001;-0.964522731;48.812816701;14611;SAINT-MANVIEU-BOCAGE;14;28;NORMANDIE
I5013050;I501305001;-0.942795459;48.810735298;14584;SAINT-GERMAIN-DE-TALLEVENDE-LA-LANDE-VAUMONT;14;28;NORMANDIE
I5013610;I501361001;-0.912704884;48.817622689;14584;SAINT-GERMAIN-DE-TALLEVENDE-LA-LANDE-VAUMONT;14;28;NORMANDIE
I5013617;I501361701;-1.590017305;49.523736108;50579;SOTTEVAST;50;28;NORMANDIE
I5021010;I502101001;-0.900502577;48.843504139;14762;VIRE NORMANDIE;14;28;NORMANDIE
I5021020;I502102001;-0.889272612;48.86100497;14187;COULONCES;14;28;NORMANDIE
I5053010;I505301001;-0.888745643;48.947115841;14139;CARVILLE;14;28;NORMANDIE
I5060002;I506000201;-1.655211947;49.438805958;50082;BRICQUEBEC-EN-COTENTIN;50;28;NORMANDIE
I5101010;I510101001;-0.964648461;48.936136922;14395;MALLOUE;14;28;NORMANDIE
I5121020;I512102001;-1.055407971;48.974958567;50592;TESSY-BOCAGE;50;28;NORMANDIE
I5143010;I514301001;-1.018325598;49.055717867;50139;CONDE-SUR-VIRE;50;28;NORMANDIE
I5221010;I522101001;-1.091729369;49.085272663;50502;SAINT-LO;50;28;NORMANDIE
I5231010;I523101001;-1.130631246;49.259451194;50348;MONTMARTIN-EN-GRAIGNES;50;28;NORMANDIE
I5243010;I524301001;-1.007038397;49.201071217;50491;SAINT-JEAN-DE-SAVIGNY;50;28;NORMANDIE
I5321510;I532151001;-0.749087368;49.321156354;14391;MAISONS;14;28;NORMANDIE
I5352010;I535201001;-0.738172045;49.299527544;14680;SULLY;14;28;NORMANDIE
I5401520;I540152001;-0.793814346;49.316815967;14256;ETREHAM;14;28;NORMANDIE
I6201010;I620101001;-1.56473203;49.43764491;50285;MAGNEVILLE;50;28;NORMANDIE
I6201020;I620102001;-1.567017793;49.438665999;50370;NEHOU;50;28;NORMANDIE
I6211010;I621101001;-1.525495557;49.386631586;50551;SAINT-SAUVEUR-LE-VICOMTE;50;28;NORMANDIE
I6211010;I621101002;-1.525495557;49.386631586;50551;SAINT-SAUVEUR-LE-VICOMTE;50;28;NORMANDIE
I6302010;I630201001;-1.474489051;49.501934365;50615;VALOGNES;50;28;NORMANDIE
I6302020;I630202001;-1.381565744;49.434507257;50212;GOURBESVILLE;50;28;NORMANDIE
I6322010;I632201001;-1.364576947;49.400860028;50400;PICAUVILLE;50;28;NORMANDIE
I6401010;I640101001;-1.369686121;49.358346314;50052;BEUZEVILLE-LA-BASTILLE;50;28;NORMANDIE
I6421010;I642101001;-1.247821881;49.324354695;50099;CARENTAN LES MARAIS;50;28;NORMANDIE
I6502010;I650201001;-1.39323445;49.116585033;50550;SAINT-SAUVEUR-LENDELIN;50;28;NORMANDIE
I6520001;I652000101;-1.668023254;49.603830854;50294;MARTINVAST;50;28;NORMANDIE
I6552010;I655201001;-1.234114915;49.301835861;50485;SAINT-HILAIRE-PETITVILLE;50;28;NORMANDIE
I6923010;I692301001;-1.289138011;49.635061842;50013;ANNEVILLE-EN-SAIRE;50;28;NORMANDIE
I6943010;I694301001;-1.568185792;49.615640998;50203;GLACERIE;50;28;NORMANDIE
I6943110;I694311001;-1.624575768;49.621220204;50129;CHERBOURG-EN-COTENTIN;50;28;NORMANDIE
I6943410;I694341001;-1.711619258;49.611418469;50187;FLOTTEMANVILLE-HAGUE;50;28;NORMANDIE
I6953510;I695351001;-1.711216014;49.651187367;50416;QUERQUEVILLE;50;28;NORMANDIE
I6963810;I696381001;-1.819855153;49.595410163;50620;VASTEVILLE;50;28;NORMANDIE
I6963820;I696382001;-1.828493658;49.581687709;50238;HEAUVILLE;50;28;NORMANDIE
I6964010;I696401001;-1.827594285;49.572576002;50238;HEAUVILLE;50;28;NORMANDIE
I6964210;I696421001;-1.855629595;49.551513252;50604;TREAUVILLE;50;28;NORMANDIE
I6983010;I698301001;-1.467097303;49.108008343;50007;ANCTEVILLE;50;28;NORMANDIE
I7001010;I700101001;-1.096689109;48.803980226;14658;NOUES DE SIENNE;14;28;NORMANDIE
I7001020;I700102001;-1.073481251;48.802360526;14296;GAST;14;28;NORMANDIE
I7001030;I700103001;-1.067296445;48.800671137;14296;GAST;14;28;NORMANDIE
I7001040;I700104001;-1.048114702;48.807500616;14658;NOUES DE SIENNE;14;28;NORMANDIE
I7021010;I702101001;-1.194411811;48.839828031;50453;SAINTE-CECILE;50;28;NORMANDIE
I7021020;I702102001;-1.201701022;48.836996238;50453;SAINTE-CECILE;50;28;NORMANDIE
I7102010;I710201001;-1.388033859;48.898013902;50626;VER;50;28;NORMANDIE
I7102020;I710202001;-1.365176738;48.867056191;50320;MESNIL-ROGUES;50;28;NORMANDIE
I7111010;I711101001;-1.426509584;48.921041329;50109;CERENCES;50;28;NORMANDIE
I7131010;I713101001;-1.451671827;48.962224031;50605;TRELLY;50;28;NORMANDIE
I7202010;I720201001;-1.18913145;49.002118501;50581;SOULLES;50;28;NORMANDIE
I7222010;I722201001;-1.40703327;49.039354022;50376;NICORPS;50;28;NORMANDIE
I7222020;I722202001;-1.444313029;49.036393829;50147;COUTANCES;50;28;NORMANDIE
I7903410;I790341001;-1.542090764;48.897965804;50076;BREHAL;50;28;NORMANDIE
I7913010;I791301001;-1.556369628;48.850112477;50647;YQUELON;50;28;NORMANDIE
I7913610;I791361001;-1.53198888;48.784080348;50066;JULLOUVILLE;50;28;NORMANDIE
I7913610;I791361002;-1.53198888;48.784080348;50066;JULLOUVILLE;50;28;NORMANDIE
I8002010;I800201001;-1.016440782;48.712119679;50131;CHERENCE-LE-ROUSSEL;50;28;NORMANDIE
I8032020;I803202001;-1.261825033;48.708931261;50597;TIREPIED;50;28;NORMANDIE
I8033810;I803381001;-1.379888784;48.725532076;50276;LOLIF;50;28;NORMANDIE
I8070001;I807000101;-1.199543735;48.712114547;50074;BRECEY;50;28;NORMANDIE
I9031010;I903101001;-0.969946704;48.598371185;50381;NOTRE-DAME-DU-TOUCHET;50;28;NORMANDIE
I9122010;I912201001;-1.071908022;48.486959222;35162;LOUVIGNE-DU-DESERT;35;53;BRETAGNE
I9122010;I912201002;-1.073774334;48.480805755;53125;LANDIVY;53;52;PAYS DE LA LOIRE
I9221020;I922102001;-1.292804049;48.596227046;50448;SAINT-AUBIN-DE-TERREGATTE;50;28;NORMANDIE
I9233010;I923301001;-1.31394684;48.577408472;50553;SAINT-SENIER-DE-BEUVRON;50;28;NORMANDIE
I9233013;I923301301;-1.233497944;48.579264655;50168;DUCEY-LES CHERIS;50;28;NORMANDIE
I9253010;I925301001;-1.284163363;48.626212184;50168;DUCEY-LES CHERIS;50;28;NORMANDIE
I9253010;I925301002;-1.284163363;48.626212184;50168;DUCEY-LES CHERIS;50;28;NORMANDIE
I9253510;I925351001;-1.17695984;48.638229093;50256;ISIGNY-LE-BUAT;50;28;NORMANDIE
I9253511;I925351101;-1.318730489;48.525631123;50487;SAINT-JAMES;50;28;NORMANDIE
I9280001;I928000101;-1.259068236;48.641769084;50168;DUCEY-LES CHERIS;50;28;NORMANDIE
J0014010;J001401001;-1.196450736;48.375583015;35150;LECOUSSE;35;53;BRETAGNE
J0014010;J001401002;-1.200005251;48.374033486;35150;LECOUSSE;35;53;BRETAGNE
J0101510;J010151001;-1.430750755;48.312096249;35178;MEZIERES-SUR-COUESNON;35;53;BRETAGNE
J0121510;J012151001;-1.503785903;48.365470791;35244;ROMAZY;35;53;BRETAGNE
J0144010;J014401001;-1.435815393;48.427932361;35303;SAINT-OUEN-LA-ROUERIE;35;53;BRETAGNE
J0144210;J014421001;-1.323686429;48.406523314;35267;SAINT-ETIENNE-EN-COGLES;35;53;BRETAGNE
J0323010;J032301001;-1.688678546;48.525998802;35104;EPINIAC;35;53;BRETAGNE
J0407610;J040761001;-1.860841363;48.512711767;35224;PLERGUER;35;53;BRETAGNE
J0500001;J050000101;-1.85172199;48.668393245;35049;CANCALE;35;53;BRETAGNE
J0611610;J061161001;-2.167617862;48.254106819;22305;SAINT-JOUAN-DE-L'ISLE;22;53;BRETAGNE
J0621610;J062161001;-2.061141451;48.319521599;22069;GUENROC;22;53;BRETAGNE
J0626610;J062661001;-2.042997801;48.272685076;35171;MEDREAC;35;53;BRETAGNE
J1004510;J100451001;-2.081343703;48.565809561;22368;TREMEREUC;22;53;BRETAGNE
J1004520;J100452001;-2.074754496;48.550659045;22190;PLESLIN-TRIGAVOU;22;53;BRETAGNE
J1103010;J110301001;-2.333372418;48.402668614;22084;JUGON-LES-LACS - COMMUNE NOUVELLE;22;53;BRETAGNE
J1105810;J110581001;-2.383215744;48.371177709;22185;PLENEE-JUGON;22;53;BRETAGNE
J1114010;J111401001;-2.248394178;48.364962073;22145;MEGRIT;22;53;BRETAGNE
J1123010;J112301001;-2.322549736;48.459141373;22175;PLEDELIAC;22;53;BRETAGNE
J1123020;J112302001;-2.326114598;48.41455517;22084;JUGON-LES-LACS - COMMUNE NOUVELLE;22;53;BRETAGNE
J1123030;J112303001;-2.294981452;48.492086485;22200;PLEVEN;22;53;BRETAGNE
J1205410;J120541001;-2.360209208;48.593873022;22174;PLEBOULLE;22;53;BRETAGNE
J1313010;J131301001;-2.567963009;48.484562481;22002;ANDEL;22;53;BRETAGNE
J1324010;J132401001;-2.606062841;48.490325047;22044;COETMIEUX;22;53;BRETAGNE
J1405310;J140531001;-2.751962352;48.4667859;22176;PLEDRAN;22;53;BRETAGNE
J1405310;J140531002;-2.752292062;48.46682402;22176;PLEDRAN;22;53;BRETAGNE
J1407110;J140711001;-2.75165032;48.468145032;22176;PLEDRAN;22;53;BRETAGNE
J1506210;J150621001;-2.928549437;48.417142802;22059;FŒIL;22;53;BRETAGNE
J1513010;J151301001;-2.833333757;48.446553314;22307;SAINT-JULIEN;22;53;BRETAGNE
J1523010;J152301001;-2.841776501;48.490447555;22215;PLOUFRAGAN;22;53;BRETAGNE
J1523020;J152302001;-2.82723075;48.510232526;22215;PLOUFRAGAN;22;53;BRETAGNE
J1524010;J152401001;-2.848089763;48.467494161;22287;SAINT-DONAN;22;53;BRETAGNE
J1614010;J161401001;-2.852454577;48.601096867;22007;BINIC;22;53;BRETAGNE
J1711710;J171171001;-3.11450308;48.48321838;22322;SAINT-PEVER;22;53;BRETAGNE
J1721710;J172171001;-3.143147449;48.612090753;22358;TREGONNEAU;22;53;BRETAGNE
J1721720;J172172001;-3.167077104;48.690103398;22283;SAINT-CLET;22;53;BRETAGNE
J1721720;J172172002;-3.163261078;48.688830476;22283;SAINT-CLET;22;53;BRETAGNE
J1803010;J180301001;-2.951261524;48.481872123;22011;BOQUEHO;22;53;BRETAGNE
J1813010;J181301001;-3.068188944;48.705902709;22256;QUEMPER-GUEZENNEC;22;53;BRETAGNE
J2023010;J202301001;-3.27027241;48.713855131;22141;MANTALLOT;22;53;BRETAGNE
J2034010;J203401001;-3.256646117;48.782555491;22221;PLOUGUIEL;22;53;BRETAGNE
J2213110;J221311001;-3.589153822;48.502748745;29067;GUERLESQUIN;29;53;BRETAGNE
J2213120;J221312001;-3.563099042;48.523114608;29067;GUERLESQUIN;29;53;BRETAGNE
J2215710;J221571001;-3.48674512;48.53155745;22131;LOGUIVY-PLOUGRAS;22;53;BRETAGNE
J2233010;J223301001;-3.398423683;48.54709399;22005;BELLE-ISLE-EN-TERRE;22;53;BRETAGNE
J2233020;J223302001;-3.414354967;48.635780147;22245;PLUZUNET;22;53;BRETAGNE
J2244010;J224401001;-3.459837646;48.6868801;22211;PLOUBEZRE;22;53;BRETAGNE
J2314910;J231491001;-3.577470628;48.64685845;22350;TREDUDER;22;53;BRETAGNE
J2404010;J240401001;-3.645672122;48.556197147;29219;PONTHOU;29;53;BRETAGNE
J2514010;J251401001;-3.768656661;48.608219331;29059;GARLAN;29;53;BRETAGNE
J2603010;J260301001;-3.80033086;48.566755813;29191;PLOUGONVEN;29;53;BRETAGNE
J2603015;J260301501;-3.808657729;48.569899003;29151;MORLAIX;29;53;BRETAGNE
J2605410;J260541001;-3.796895199;48.566907483;29191;PLOUGONVEN;29;53;BRETAGNE
J2614005;J261400501;-3.817758411;48.46275698;29202;PLOUNEOUR-MENEZ;29;53;BRETAGNE
J2614010;J261401001;-3.831717566;48.547824589;29207;PLOURIN-LES-MORLAIX;29;53;BRETAGNE
J2614010;J261401002;-3.836522045;48.567827672;29207;PLOURIN-LES-MORLAIX;29;53;BRETAGNE
J2623010;J262301001;-3.838053065;48.587748157;29151;MORLAIX;29;53;BRETAGNE
J2623010;J262301002;-3.838280751;48.588656013;29151;MORLAIX;29;53;BRETAGNE
J2723010;J272301001;-3.923562758;48.585961505;29279;TAULE;29;53;BRETAGNE
J3014310;J301431001;-4.025062548;48.626651455;29148;MESPAUL;29;53;BRETAGNE
J3014320;J301432001;-4.019173725;48.675764049;29259;SAINT-POL-DE-LEON;29;53;BRETAGNE
J3014330;J301433001;-4.014156013;48.604890769;29148;MESPAUL;29;53;BRETAGNE
J3024010;J302401001;-4.076362215;48.615957212;29301;TREZILIDE;29;53;BRETAGNE
J3024010;J302401002;-4.076362215;48.615957212;29301;TREZILIDE;29;53;BRETAGNE
J3104010;J310401001;-4.172303607;48.64792025;29185;PLOUESCAT;29;53;BRETAGNE
J3114010;J311401001;-4.290544774;48.58548398;29198;PLOUIDER;29;53;BRETAGNE
J3114010;J311401002;-4.290544774;48.58548398;29198;PLOUIDER;29;53;BRETAGNE
J3204010;J320401001;-4.344675;48.550353807;29179;PLOUDANIEL;29;53;BRETAGNE
J3204020;J320402001;-4.389805896;48.549429314;29100;LANARVILY;29;53;BRETAGNE
J3204020;J320402002;-4.400485086;48.557093779;29126;LOC-BREVALAIRE;29;53;BRETAGNE
J3205710;J320571001;-4.361625222;48.531278249;29047;DRENNEC;29;53;BRETAGNE
J3213020;J321302001;-4.420496919;48.525773251;29160;PLABENNEC;29;53;BRETAGNE
J3213020;J321302002;-4.406722486;48.524177163;29160;PLABENNEC;29;53;BRETAGNE
J3323020;J332302002;-4.680964457;48.45564803;29017;BRELES;29;53;BRETAGNE
J3335410;J333541001;-4.720813729;48.38426286;29282;TREBABU;29;53;BRETAGNE
J3335410;J333541002;-4.720813729;48.38426286;29282;TREBABU;29;53;BRETAGNE
J3340001;J334000101;-4.494994921;48.38225092;29019;BREST;29;53;BRETAGNE
J3403010;J340301001;-4.024025355;48.389986576;29277;SIZUN;29;53;BRETAGNE
J3403020;J340302001;-3.999976491;48.384566291;29038;COMMANA;29;53;BRETAGNE
J3404110;J340411001;-3.994064989;48.397181693;29038;COMMANA;29;53;BRETAGNE
J3413010;J341301001;-4.215666774;48.469418864;29237;ROCHE-MAURICE;29;53;BRETAGNE
J3413020;J341302001;-4.144294459;48.485850464;29180;PLOUDIRY;29;53;BRETAGNE
J3413030;J341303001;-4.220137299;48.469426409;29181;PLOUEDERN;29;53;BRETAGNE
J3424810;J342481001;-4.277205481;48.461767843;29103;LANDERNEAU;29;53;BRETAGNE
J3424820;J342482001;-4.266939736;48.45357176;29103;LANDERNEAU;29;53;BRETAGNE
J3514010;J351401001;-4.214608921;48.386902617;29086;IRVILLAC;29;53;BRETAGNE
J3601810;J360181001;-3.66767952;48.389194397;29227;POULLAOUEN;29;53;BRETAGNE
J3607510;J360751001;-3.686638028;48.386164763;29275;SCRIGNAC;29;53;BRETAGNE
J3611810;J361181001;-3.681035995;48.321940505;29211;PLOUYE;29;53;BRETAGNE
J3614010;J361401001;-3.721949563;48.363088098;29129;LOCMARIA-BERRIEN;29;53;BRETAGNE
J3624010;J362401001;-3.872424724;48.354208457;29141;LOQUEFFRET;29;53;BRETAGNE
J3624011;J362401101;-3.696843866;48.276330005;29102;LANDELEAU;29;53;BRETAGNE
J3631810;J363181001;-3.692176339;48.27547509;29029;CLEDEN-POHER;29;53;BRETAGNE
J3631810;J363181002;-3.704700142;48.219544816;29102;LANDELEAU;29;53;BRETAGNE
J3631810;J363181003;-3.718490569;48.224259147;29029;CLEDEN-POHER;29;53;BRETAGNE
J3631811;J363181101;-3.680953062;48.321927138;29227;POULLAOUEN;29;53;BRETAGNE
J3713010;J371301001;-3.510223765;48.3210051;22344;TREBRIVAN;22;53;BRETAGNE
J3733010;J373301001;-3.655186842;48.223795362;29250;SAINT-HERNIN;29;53;BRETAGNE
J3811810;J381181001;-3.861513469;48.16507936;29027;CHATEAUNEUF-DU-FAOU;29;53;BRETAGNE
J3814710;J381471001;-3.882983732;48.204480526;29175;PLONEVEZ-DU-FAOU;29;53;BRETAGNE
J3821810;J382181001;-3.986289573;48.190549899;29062;GOUEZEC;29;53;BRETAGNE
J3821820;J382182001;-4.093127762;48.196143342;29026;CHATEAULIN;29;53;BRETAGNE
J3821830;J382183001;-4.095192655;48.212669255;29222;PORT-LAUNAY;29;53;BRETAGNE
J3834010;J383401001;-4.060579111;48.260350925;29139;LOPEREC;29;53;BRETAGNE
J4014010;J401401001;-4.473841786;48.039340415;29218;PONT-CROIX;29;53;BRETAGNE
J4124410;J412441001;-4.236899915;47.886009669;29174;PLONEOUR-LANVERN;29;53;BRETAGNE
J4124410;J412441003;-4.229512994;47.879534253;29296;TREMEOC;29;53;BRETAGNE
J4124410;J412441004;-4.229512994;47.879534253;29296;TREMEOC;29;53;BRETAGNE
J4124420;J412442001;-4.241494008;47.908211255;29174;PLONEOUR-LANVERN;29;53;BRETAGNE
J4125710;J412571001;-4.27005559;47.936284558;29159;PEUMERIT;29;53;BRETAGNE
J4125720;J412572001;-4.250029402;47.908406182;29174;PLONEOUR-LANVERN;29;53;BRETAGNE
J4201920;J420192001;-3.978212353;48.036507387;29051;ERGUE-GABERIC;29;53;BRETAGNE
J4211910;J421191001;-4.063848209;48.006296313;29051;ERGUE-GABERIC;29;53;BRETAGNE
J4214510;J421451001;-3.987121355;48.102938011;29020;BRIEC;29;53;BRETAGNE
J4214510;J421451002;-3.987338568;48.101217704;29020;BRIEC;29;53;BRETAGNE
J4224010;J422401001;-4.014695369;47.988970592;29051;ERGUE-GABERIC;29;53;BRETAGNE
J4224020;J422402001;-3.968151315;47.983215804;29051;ERGUE-GABERIC;29;53;BRETAGNE
J4231910;J423191001;-4.079466135;47.994232592;29232;QUIMPER;29;53;BRETAGNE
J4313010;J431301001;-4.147113273;48.027702787;29066;GUENGAT;29;53;BRETAGNE
J4313010;J431301002;-4.147113273;48.027702787;29066;GUENGAT;29;53;BRETAGNE
J4313010;J431301003;-4.147113273;48.027702787;29066;GUENGAT;29;53;BRETAGNE
J4313020;J431302001;-4.11068556;48.057093506;29232;QUIMPER;29;53;BRETAGNE
J4313030;J431303001;-4.114449482;48.003013508;29232;QUIMPER;29;53;BRETAGNE
J4401910;J440191001;-4.103658043;47.97150918;29232;QUIMPER;29;53;BRETAGNE
J4401910;J440191002;-4.108331443;47.992161938;29232;QUIMPER;29;53;BRETAGNE
J4421910;J442191001;-4.116010795;47.880913429;29006;BENODET;29;53;BRETAGNE
J4514010;J451401001;-3.875280615;47.883777892;29039;CONCARNEAU;29;53;BRETAGNE
J4515410;J451541001;-3.884482186;47.900329594;29039;CONCARNEAU;29;53;BRETAGNE
J4515420;J451542001;-3.878242606;47.889214038;29039;CONCARNEAU;29;53;BRETAGNE
J4614010;J461401001;-3.751723008;47.907623156;29004;BANNALEC;29;53;BRETAGNE
J4623010;J462301001;-3.739474826;47.86035611;29217;PONT-AVEN;29;53;BRETAGNE
J4623020;J462302001;-3.734245047;47.885117491;29217;PONT-AVEN;29;53;BRETAGNE
J4712010;J471201001;-3.476245174;48.039147145;56057;FAOUET;56;53;BRETAGNE
J4712010;J471201002;-3.476073702;48.039066306;56182;PRIZIAC;56;53;BRETAGNE
J4712010;J471201003;-3.477978337;48.069425691;56057;FAOUET;56;53;BRETAGNE
J4734010;J473401001;-3.556059261;48.04802998;56057;FAOUET;56;53;BRETAGNE
J4742010;J474201001;-3.468940295;47.904259898;29002;ARZANO;29;53;BRETAGNE
J4742010;J474201002;-3.469218037;47.904334862;29002;ARZANO;29;53;BRETAGNE
J4742015;J474201501;-3.493690517;47.985108387;56105;LANVENEGEN;56;53;BRETAGNE
J4742020;J474202001;-3.539453262;47.876459308;29233;QUIMPERLE;29;53;BRETAGNE
J4803010;J480301001;-3.671158374;47.987904863;29274;SCAER;29;53;BRETAGNE
J4813010;J481301001;-3.546065776;47.87565637;29233;QUIMPERLE;29;53;BRETAGNE
J4902010;J490201001;-3.545127695;47.870994724;29233;QUIMPERLE;29;53;BRETAGNE
J4902010;J490201002;-3.545159892;47.871038078;29233;QUIMPERLE;29;53;BRETAGNE
J4902020;J490202001;-3.531852441;47.771320839;29031;CLOHARS-CARNOET;29;53;BRETAGNE
J4905110;J490511001;-3.557104982;47.837722582;29233;QUIMPERLE;29;53;BRETAGNE
J5102210;J510221001;-3.419101939;47.905673404;56166;PLOUAY;56;53;BRETAGNE
J5202110;J520211001;-3.25083446;48.391518893;22088;KERIEN;22;53;BRETAGNE
J5205210;J520521001;-3.244292233;48.387442163;22088;KERIEN;22;53;BRETAGNE
J5212110;J521211001;-3.234065488;48.32415657;22229;PLOUNEVEZ-QUINTIN;22;53;BRETAGNE
J5212120;J521212001;-3.248553746;48.342317323;22115;LANRIVAIN;22;53;BRETAGNE
J5222110;J522211001;-3.177769696;48.227115888;22064;GOUAREC;22;53;BRETAGNE
J5224010;J522401001;-3.152621605;48.255920749;22331;SAINTE-TREPHINE;22;53;BRETAGNE
J5224010;J522401002;-3.152621605;48.255920749;22331;SAINTE-TREPHINE;22;53;BRETAGNE
J5304510;J530451001;-3.382737484;48.22140785;22061;GLOMEL;22;53;BRETAGNE
J5402120;J540212001;-3.130688767;48.212659818;22181;PLELAUFF;22;53;BRETAGNE
J5412110;J541211001;-3.017810185;48.194831474;22158;GUERLEDAN;22;53;BRETAGNE
J5412120;J541212001;-3.012467957;48.17581045;56203;SAINT-AIGNAN;56;53;BRETAGNE
J5432110;J543211001;-3.004687375;48.143277741;56146;NEULLIAC;56;53;BRETAGNE
J5432110;J543211002;-3.000585244;48.113264133;56146;NEULLIAC;56;53;BRETAGNE
J5502110;J550211001;-2.967464588;48.058347382;56178;PONTIVY;56;53;BRETAGNE
J5524010;J552401001;-3.077310513;47.955990269;56128;MELRAND;56;53;BRETAGNE
J5524010;J552401002;-3.100706747;47.96638372;56128;MELRAND;56;53;BRETAGNE
J5606810;J560681001;-2.812931285;47.977677488;56144;EVELLYS;56;53;BRETAGNE
J5613010;J561301001;-2.974602681;47.901111556;56074;GUENIN;56;53;BRETAGNE
J5613010;J561301002;-2.974607331;47.901106569;56074;GUENIN;56;53;BRETAGNE
J5618310;J561831001;-2.952792396;47.93743761;56074;GUENIN;56;53;BRETAGNE
J5618320;J561832001;-2.953364194;47.93810352;56173;PLUMELIAU;56;53;BRETAGNE
J5704810;J570481001;-3.200763895;47.905503298;56188;QUISTINIC;56;53;BRETAGNE
J5712110;J571211001;-3.219253219;47.830251661;56101;LANGUIDIC;56;53;BRETAGNE
J5712110;J571211002;-3.19935399;47.865224751;56090;INZINZAC-LOCHRIST;56;53;BRETAGNE
J5712110;J571211003;-3.248388741;47.826162611;56090;INZINZAC-LOCHRIST;56;53;BRETAGNE
J5712110;J571211004;-3.19935399;47.865224751;56090;INZINZAC-LOCHRIST;56;53;BRETAGNE
J5712110;J571211005;-3.212024271;47.856455372;56101;LANGUIDIC;56;53;BRETAGNE
J6010002;J601000201;-3.184275499;47.765037272;56148;NOSTANG;56;53;BRETAGNE
J6213010;J621301001;-2.988828849;47.722337166;56023;BRECH;56;53;BRETAGNE
J6213010;J621301002;-2.988828849;47.722337166;56023;BRECH;56;53;BRETAGNE
J6407110;J640711001;-2.792035373;47.704328646;56206;SAINT-AVE;56;53;BRETAGNE
J6407120;J640712001;-2.770061158;47.668261294;56260;VANNES;56;53;BRETAGNE
J6407120;J640712002;-2.770061158;47.668261294;56260;VANNES;56;53;BRETAGNE
J6606810;J660681001;-2.490019;47.64795291;56184;QUESTEMBERT;56;53;BRETAGNE
J6606812;J660681201;-2.498938616;47.612253334;56149;NOYAL-MUZILLAC;56;53;BRETAGNE
J7000610;J700061001;-1.058406449;48.186550794;53040;BOURGON;53;52;PAYS DE LA LOIRE
J7010610;J701061001;-1.222673816;48.12276275;35360;VITRE;35;53;BRETAGNE
J7010620;J701062001;-1.10964084;48.144951509;35300;SAINT-M'HERVE;35;53;BRETAGNE
J7010630;J701063001;-1.145838696;48.143161342;35105;ERBREE;35;53;BRETAGNE
J7010640;J701064001;-1.127763642;48.145823059;35061;CHAPELLE-ERBREE;35;53;BRETAGNE
J7024010;J702401001;-1.126534907;48.108913352;35105;ERBREE;35;53;BRETAGNE
J7024020;J702402001;-1.165763004;48.076759643;35360;VITRE;35;53;BRETAGNE
J7024030;J702403001;-1.164286573;48.082939478;35105;ERBREE;35;53;BRETAGNE
J7024040;J702404001;-1.202017161;48.082869466;35360;VITRE;35;53;BRETAGNE
J7043010;J704301001;-1.224970969;48.162753046;35330;TAILLIS;35;53;BRETAGNE
J7053010;J705301001;-1.273471112;48.13660229;35052;CHAMPEAUX;35;53;BRETAGNE
J7053020;J705302001;-1.292951052;48.127648644;35229;POCE-LES-BOIS;35;53;BRETAGNE
J7054010;J705401001;-1.222315838;48.152124992;35194;MONTREUIL-SOUS-PEROUSE;35;53;BRETAGNE
J7060610;J706061001;-1.465812221;48.116996254;35327;SERVON-SUR-VILAINE;35;53;BRETAGNE
J7060620;J706062001;-1.403798224;48.108038272;35068;CHATEAUBOURG;35;53;BRETAGNE
J7083110;J708311001;-1.498538972;48.183122013;35031;BOUEXIERE;35;53;BRETAGNE
J7090630;J709063001;-1.60923011;48.114499922;35051;CESSON-SEVIGNE;35;53;BRETAGNE
J7090630;J709063002;-1.56367843;48.123664694;35051;CESSON-SEVIGNE;35;53;BRETAGNE
J7090630;J709063003;-1.643081404;48.111719049;35051;CESSON-SEVIGNE;35;53;BRETAGNE
J7090630;J709063004;-1.56396774;48.123896849;35051;CESSON-SEVIGNE;35;53;BRETAGNE
J7103010;J710301001;-1.672535487;48.296307789;35195;MONTREUIL-SUR-ILLE;35;53;BRETAGNE
J7114010;J711401001;-1.574945953;48.247194238;35067;CHASNE-SUR-ILLET;35;53;BRETAGNE
J7120010;J712001001;-1.679039187;48.123024053;35238;RENNES;35;53;BRETAGNE
J7123010;J712301001;-1.679329198;48.150758015;35278;SAINT-GREGOIRE;35;53;BRETAGNE
J7200611;J720061101;-1.708425863;48.106519499;35238;RENNES;35;53;BRETAGNE
J7200611;J720061102;-1.708975739;48.106497511;35238;RENNES;35;53;BRETAGNE
J7214010;J721401001;-1.779692486;48.180859874;35210;PACE;35;53;BRETAGNE
J7220610;J722061001;-1.772972093;48.027345843;35047;BRUZ;35;53;BRETAGNE
J7220610;J722061002;-1.772938866;48.02697756;35047;BRUZ;35;53;BRETAGNE
J7224010;J722401001;-1.640238887;48.082580317;35055;CHANTEPIE;35;53;BRETAGNE
J7313010;J731301001;-2.217195248;48.126923733;35117;GAEL;35;53;BRETAGNE
J7344010;J734401001;-1.993620882;48.170010172;35133;IFFENDIC;35;53;BRETAGNE
J7353010;J735301001;-1.944196378;48.128600682;35188;MONTFORT-SUR-MEU;35;53;BRETAGNE
J7355010;J735501001;-2.034790773;48.047487987;35340;TREFFENDEL;35;53;BRETAGNE
