code_site;code_station;longitude;latitude;code_commune_station;libelle;code_departement;code_region;libelle_region
A0530310;A053031001;7.7111514;48.395107831;67154;GERSTHEIM;67;44;GRAND EST
A0530740;A053074001;7.686697312;48.368418417;67338;OBENHEIM;67;44;GRAND EST
A0530742;A053074201;7.654202062;48.296111774;67146;FRIESENHEIM;67;44;GRAND EST
A0530743;A053074301;7.661830933;48.30699269;67146;FRIESENHEIM;67;44;GRAND EST
A0600051;A060005101;7.796697709;48.525505158;67482;STRASBOURG;67;44;GRAND EST
A0610050;A061005050;7.802870979;48.592540377;67482;STRASBOURG;67;44;GRAND EST
A0610050;A061005051;7.802870979;48.592540377;67482;STRASBOURG;67;44;GRAND EST
A1000030;A100003001;7.39294943;47.488084245;68248;OLTINGUE;68;44;GRAND EST
A1000031;A100003101;7.384941496;47.478018355;68248;OLTINGUE;68;44;GRAND EST
A1000032;A100003201;7.296157592;47.460045735;68186;LIGSDORF;68;44;GRAND EST
A1040030;A104003001;7.253991626;47.590251278;68138;HIRSINGUE;68;44;GRAND EST
A1050030;A105003001;7.238848498;47.626074897;68004;ALTKIRCH;68;44;GRAND EST
A1060001;A106000101;7.383929125;47.585871052;68027;BERENTZWILLER;68;44;GRAND EST
A1070200;A107020001;7.275242652;47.622322327;68377;WITTERSDORF;68;44;GRAND EST
A1080030;A108003001;7.265158336;47.652609274;68332;TAGOLSHEIM;68;44;GRAND EST
A1080030;A108003002;7.266427845;47.654636122;68332;TAGOLSHEIM;68;44;GRAND EST
A1100200;A110020001;7.197513938;47.462078582;68067;COURTAVON;68;44;GRAND EST
A1120100;A112010001;7.154840168;47.564188893;68098;FRIESEN;68;44;GRAND EST
A1120100;A112010002;7.157963028;47.562220686;68098;FRIESEN;68;44;GRAND EST
A1120200;A112020001;7.108239939;47.631656198;68068;DANNEMARIE;68;44;GRAND EST
