libelle;longitude;latitude;code_commune_station;libelle_commune
Le ruisseau l'Augraben à Saint-Louis [Michelfelden];7.556488474;47.596980267;68297;SAINT-LOUIS
Le ruisseau l'Augraben à Bartenheim [La Chaussée];7.514201615;47.639123883;68021;BARTENHEIM
[bassin contre coulées de boues] à Helfrantzkirch;7.402934356;47.603518839;68132;HELFRANTZKIRCH
[bassin contre coulées de boues] à Steinbrunn-le-Haut;7.336371644;47.65948711;68324;STEINBRUNN-LE-HAUT
Le ruisseau Weiherbachgraben [bassin contre coulées de boues] à Landser et à Steinbrunn-le-Bas;7.375372559;47.683850098;68174;LANDSER
Le canal du Rhône au Rhin à Sausheim;7.402299785;47.789660363;68300;SAUSHEIM
Le canal d'irrigation de la Hardt à Hombourg;7.480874862;47.758723631;68144;HOMBOURG
"Le canal du Rhône au Rhin [canal dit ""déclassé""] à Hirtzfelden";7.462997096;47.899842827;68140;HIRTZFELDEN
"Le canal du Rhône au Rhin [canal dit ""déclassé""] à Obersaasheim et à Weckolsheim";7.514937856;47.992088886;68246;OBERSAASHEIM
Le ruisseau le Muhlbach de Schoenau à Schœnau [Ried];7.647875257;48.221808078;67453;SCH≈íNAU
Le ruisseau le Muhlbach de Schoenau à Baltzenheim;7.557677958;48.097190074;68019;BALTZENHEIM
Le ruisseau l'Ischert à Sundhouse;7.65020065;48.266571353;67486;SUNDHOUSE
Le ruisseau le Neuergraben à Diebolsheim;7.665814529;48.289669284;67090;DIEBOLSHEIM
Le ruisseau le Neuergraben à Boofzheim;7.694716301;48.326605288;67055;BOOFZHEIM
Le ruisseau Istergraben à Friesenheim;7.677065894;48.310351223;67146;FRIESENHEIM
Le ruisseau Muhlbach de Gerstheim à Gerstheim [Les Anges];7.7111514;48.395107831;67154;GERSTHEIM
Le ruisseau la Weil à Obenheim;7.686697312;48.368418417;67338;OBENHEIM
Le ruisseau le Heulachgraben [cours d'eau phréatique] à Friesenheim [Ried];7.654202062;48.296111774;67146;FRIESENHEIM
[le Westerlachgraben] à Friesenheim;7.661830933;48.30699269;67146;FRIESENHEIM
Le Rhin en Allemagne [Kehl Kronenhof];7.804630572;48.563180169;99109;
Le Rhin à Strasbourg [Pont de l'Europe];7.796697709;48.525505158;67482;STRASBOURG
Le Rhin à Strasbourg [Sémaphore nord];7.802870979;48.592540377;67482;STRASBOURG
Le Rhin à Strasbourg [Sémaphore nord];7.802870979;48.592540377;67482;STRASBOURG
L'Ill à Oltingue [Pont D 21b];7.39294943;47.488084245;68248;OLTINGUE
L'Ill à Oltingue [Huttingue - fermée];7.384941496;47.478018355;68248;OLTINGUE
Le ruisseau le Rainbach [Source] à Ligsdorf;7.296157592;47.460045735;68186;LIGSDORF
Le ruisseau le Feldbach à Hirsingue;7.253991626;47.590251278;68138;HIRSINGUE
L'Ill à Altkirch;7.238848498;47.626074897;68004;ALTKIRCH
Le Thalbach à Berentzwiller;7.383929125;47.585871052;68027;BERENTZWILLER
Le Thalbach à Wittersdorf;7.275242652;47.622322327;68377;WITTERSDORF
L'Ill à Tagolsheim;7.265158336;47.652609274;68332;TAGOLSHEIM
L'Ill à Tagolsheim;7.266427845;47.654636122;68332;TAGOLSHEIM
La Largue à Courtavon;7.197513938;47.462078582;68067;COURTAVON
La Largue à Friesen;7.154840168;47.564188893;68098;FRIESEN
La Largue à Friesen;7.157963028;47.562220686;68098;FRIESEN
La Largue à Dannemarie;7.108239939;47.631656198;68068;DANNEMARIE
Le canal du Rhône au Rhin à Valdieu-Lutran;7.057048712;47.630391493;68192;VALDIEU-LUTRAN
Le Traubach à Traubach-le-Bas;7.104532344;47.654860256;68336;TRAUBACH-LE-BAS
Le Traubach à Traubach-le-Bas;7.104532344;47.654860256;68336;TRAUBACH-LE-BAS
La Largue à Spechbach-le-Bas;7.223092969;47.662169688;68319;SPECHBACH-LE-BAS
La Largue à Illfurth;7.246257822;47.672407674;68152;ILLFURTH
L'Ill à Brunstatt et à Didenheim et à Mulhouse;7.322482411;47.735333762;68224;MULHOUSE
L'Ill à Brunstatt et à Didenheim et à Mulhouse;7.306562505;47.717758038;68070;DIDENHEIM
L'Ill à Brunstatt et à Didenheim et à Mulhouse;7.319517865;47.731405036;68056;BRUNSTATT-DIDENHEIM
L'Ill à Brunstatt et à Didenheim et à Mulhouse;7.31473329;47.728956361;68056;BRUNSTATT-DIDENHEIM
L'Ancienne Ill (ou Illsteinbaechlein) à Illzach et à Mulhouse;7.350424932;47.765765777;68154;ILLZACH
Le ruisseau de l'Alfeld à Sewen [Village];6.906195776;47.806839042;68307;SEWEN
La Doller à Sewen [Lerchenmatt];6.887820801;47.800124444;68307;SEWEN
La Doller à Sewen [Lerchenmatt amont];6.888910324;47.800574867;68307;SEWEN
La Doller à Sewen [Lerchenmatt aval];6.895207711;47.801825369;68307;SEWEN
La Doller à Sewen [Lerchenmatt aval];6.889294424;47.800706288;68307;SEWEN
La Doller à Sewen [Village];6.907429448;47.806698765;68307;SEWEN
Le ruisseau de l'Alfeld à Sewen [Lac d'Alfeld];6.874408445;47.817401489;68307;SEWEN
La Doller à Kirchberg;6.961421404;47.793124841;68167;KIRCHBERG
Le ruisseau le Bourbach à Bourbach-le-Bas;7.058462307;47.775282501;68045;BOURBACH-LE-BAS
La Doller à Lauw et à Masevaux;7.002925459;47.771364408;68201;MASEVAUX-NIEDERBRUCK
La Doller à Lauw et à Masevaux;7.007844653;47.765329266;68179;LAUW
Le ruisseau le Michelbach à Michelbach;7.106683241;47.761036897;68206;MICHELBACH
[Le canal Walch] à Burnhaupt-le-Haut [Pont d'Aspach];7.14978292;47.744149208;68060;BURNHAUPT-LE-HAUT
La Doller à Burnhaupt-le-Haut [Pont d'Aspach];7.14778271;47.743688397;68060;BURNHAUPT-LE-HAUT
Le ruisseau le Baerenbach à Schweighouse-Thann;7.172174076;47.754997445;68302;SCHWEIGHOUSE-THANN
La Doller à Reiningue;7.232178039;47.74548707;68267;REININGUE
Le ruisseau le Dollerbaechlein à Pfastatt;7.303346596;47.75811444;68256;PFASTATT
La Doller à Burnhaupt-le-Haut;7.253871104;47.747205855;68060;BURNHAUPT-LE-HAUT
Le ruisseau le Steinbaechel à Mulhouse [Dornach Mer Rouge];7.301690786;47.747061324;68224;MULHOUSE
Le ruisseau le Steinbaechel à Morschwiller-le-Bas;7.287176381;47.739923542;68218;MORSCHWILLER-LE-BAS
L'Ill à Sausheim;7.354389778;47.776633435;68300;SAUSHEIM
Le ruisseau le Dollerbaechlein à Reiningue;7.254434186;47.748230944;68267;REININGUE
L'Ill à Ensisheim;7.348210521;47.866883381;68082;ENSISHEIM
Le ruisseau Quatelbach à Mulhouse;7.355920293;47.762505539;68224;MULHOUSE
Le ruisseau Quatelbach à Sausheim;7.376394371;47.790523615;68300;SAUSHEIM
Le ruisseau Quatelbach à Illzach;7.35708605;47.769718462;68154;ILLZACH
La Thur à Kruth [point IV];6.956372308;47.94379054;68171;KRUTH
La Thur à Kruth [point IV];6.956472619;47.943697053;68171;KRUTH
La Thur à Wildenstein;6.960753267;47.97657683;68370;WILDENSTEIN
Le ruisseau Rimbachruntz à Mollau;6.971993917;47.871805793;68213;MOLLAU
La Thur à Willer-sur-Thur;7.071326146;47.841498373;68372;WILLER-SUR-THUR
La Thur à Willer-sur-Thur;7.071326146;47.841498373;68372;WILLER-SUR-THUR
Le ruisseau Wissbach à Willer-sur-Thur;7.079793303;47.851522607;68372;WILLER-SUR-THUR
La Thur à Ensisheim;7.336813417;47.868549411;68082;ENSISHEIM
La Thur à Ensisheim [2];7.325091074;47.860149364;68082;ENSISHEIM
La Thur à Pulversheim et à Staffelfelden;7.264432888;47.827121576;68321;STAFFELFELDEN
La Thur à Pulversheim et à Staffelfelden;7.2863205;47.842762968;68258;PULVERSHEIM
L'Ill à Oberhergheim;7.398567822;47.967632992;68242;OBERHERGHEIM
L'Ill à Horbourg-Wihr [Pont de Horbourg];7.394347966;48.072079733;68145;HORBOURG-WIHR
L'Ill à Sundhoffen;7.417832172;48.04171942;68331;SUNDHOFFEN
L'Ill à Meyenheim;7.359879698;47.913220771;68205;MEYENHEIM
La Lauch à Linthal;7.10778735;47.941663879;68188;LINTHAL
La Lauch à Linthal;7.104868347;47.940513353;68188;LINTHAL
La Lauch à Linthal;7.09232647;47.936490448;68188;LINTHAL
La Lauch à Linthal [Lac de la Lauch];7.045813471;47.935002633;68188;LINTHAL
La Lauch à Linthal [Schmeitzruntz];7.096649166;47.937069629;68188;LINTHAL
La Lauch à Buhl;7.198283641;47.922402957;68058;BUHL
Le ruisseau de Murbach à Buhl;7.17772276;47.922316534;68058;BUHL
La Lauch à Guebwiller;7.212038829;47.911077211;68112;GUEBWILLER
Le ruisseau l'Ohmbach à Westhalten [1];7.259975091;47.953787754;68364;WESTHALTEN
Le ruisseau l'Ohmbach à Westhalten [1];7.267539599;47.951259966;68364;WESTHALTEN
Le ruisseau l'Ohmbach à Westhalten [1];7.259975091;47.953787754;68364;WESTHALTEN
La Lauch à Eguisheim;7.347260971;48.034371807;68078;EGUISHEIM
La Lauch à Rouffach;7.31030076;47.960387266;68287;ROUFFACH
La Vieille Thur à Sainte-Croix-en-Plaine;7.35413665;48.031053171;68295;SAINTE-CROIX-EN-PLAINE
La Vieille Thur à Réguisheim;7.333924403;47.900265952;68266;REGUISHEIM
La Vieille Thur à Ungersheim;7.311246842;47.858883754;68343;UNGERSHEIM
La Lauch à Colmar [Dachsbuhl];7.38079998;48.059669735;68066;COLMAR
Le ruisseau de Logelbach à Turckheim;7.261380304;48.083538326;68338;TURCKHEIM
L'Ill à Colmar [Ladhof];7.384986107;48.102530621;68066;COLMAR
La Fecht [Source] à Mittlach;7.023559214;47.997447661;68210;MITTLACH
La Fecht à Muhlbach-sur-Munster;7.090609158;48.024419539;68223;MUHLBACH-SUR-MUNSTER
La Fecht à Metzeral;7.072250998;48.014000186;68204;METZERAL
La Petite Fecht à Stosswihr [Village];7.110803989;48.051811965;68329;STOSSWIHR
Le ruisseau de la Schlucht à Stosswihr [Sofflat];7.043378451;48.050940389;68329;STOSSWIHR
La Petite Fecht à Stosswihr [Grossmatt];7.065215454;48.054242805;68329;STOSSWIHR
Le ruisseau le Krebsbach à Soultzbach-les-Bains;7.202235028;48.043148002;68316;SOULTZBACH-LES-BAINS
La Fecht à Turckheim;7.273658473;48.085355226;68338;TURCKHEIM
La Fecht à Wintzenheim [La Forge];7.232118598;48.063425539;68374;WINTZENHEIM
La Fecht à Wihr-au-Val [rue de la Fecht];7.207961864;48.047566265;68368;WIHR-AU-VAL
La Fecht [Dérivation Rive Gauche] à Wihr-au-Val;7.207272565;48.048909628;68368;WIHR-AU-VAL
La Fecht [Totale] à Wihr-au-Val;7.207828588;48.048226193;68368;WIHR-AU-VAL
La Weiss à Orbey [Faing];7.147942773;48.120073824;68249;ORBEY
La Weiss à Orbey;7.161617246;48.126926479;68249;ORBEY
La Béhine à Lapoutroie;7.171245451;48.151185694;68175;LAPOUTROIE
La Weiss à Kaysersberg;7.230914947;48.154907514;68162;KAYSERSBERG VIGNOBLE
La Weiss à Kaysersberg;7.215457142;48.156623648;68162;KAYSERSBERG VIGNOBLE
La Weiss à Sigolsheim;7.309789553;48.130440401;68310;SIGOLSHEIM
La Fecht à Ostheim;7.369707586;48.159712726;68252;OSTHEIM
La Fecht à Bennwihr [gare];7.353594479;48.133381148;68026;BENNWIHR
La Fecht à Bennwihr [gare];7.353030288;48.13290633;68026;BENNWIHR
Le ruisseau le Strengbach à Ribeauvillé;7.30107985;48.200020976;68269;RIBEAUVILLE
Le ruisseau le Strengbach à Aubure;7.204665348;48.212019833;68014;AUBURE
La Fecht à Guémar;7.402653351;48.187145477;68113;GUEMAR
[Dérivation de la Fecht] à Guémar;7.422823585;48.186163607;68113;GUEMAR
L'Ill à Illhaeusern;7.432607296;48.18466641;68153;ILLHAEUSERN
Le ruisseau le Riedbrunnen à Colmar [Ried];7.448495474;48.161650916;68066;COLMAR
Le canal Vauban à Volgelsheim;7.523277524;48.01064323;68352;VOLGELSHEIM
Le ruisseau la Blind à Riedwihr [Pont D 21b];7.446763199;48.126224851;68272;RIEDWIHR
Le ruisseau la Blind à Baldenheim;7.513108901;48.255909219;67019;BALDENHEIM
Le ruisseau la Blind à Ohnenheim;7.491112484;48.189128012;67360;OHNENHEIM
L'Ill à Strasbourg [Montagne-Verte];7.724766884;48.571879649;67482;STRASBOURG
L'Ill à Strasbourg [Montagne-Verte];7.724607739;48.571809368;67482;STRASBOURG
Le ruisseau le Neugraben à Guémar [Ried];7.459687893;48.200522163;68113;GUEMAR
L'Ill à Strasbourg [Chasseur Froid, La Robertsau];7.7858512;48.621901523;67482;STRASBOURG
Le Giessen à Thanvillé;7.349003737;48.318897367;67490;THANVILLE
La Liepvrette à Sainte-Marie-aux-Mines [Échery];7.161556958;48.232063734;68298;SAINTE-MARIE-AUX-MINES
Le ruisseau du Chaufour à Sainte-Marie-aux-Mines [Échery];7.162248357;48.231255474;68298;SAINTE-MARIE-AUX-MINES
Le ruisseau Robinot à Sainte-Marie-aux-Mines [Brif];7.162292472;48.243426693;68298;SAINTE-MARIE-AUX-MINES
La Liepvrette à Lièpvre;7.292618402;48.270110321;68185;LIEPVRE
La Liepvrette à la Vancelle [Hurst];7.345264569;48.278530694;67505;VANCELLE
Le Giessen à Sélestat;7.45981862;48.271832622;67462;SELESTAT
Le Giessen à Sélestat;7.456646587;48.27284149;67462;SELESTAT
Le Giessen à Sélestat;7.475314505;48.278696563;67462;SELESTAT
L'Ill à Kogenheim;7.546574037;48.33701451;67246;KOGENHEIM
Le ruisseau le Hanfgraben à Baldenheim et à Muttersholtz;7.522891412;48.255576627;67311;MUTTERSHOLTZ
L'Ill à Osthouse;7.651113456;48.397643092;67364;OSTHOUSE
Le ruisseau Hanfgraben à Sand;7.627987098;48.372629967;67433;SAND
L'Ill à Sand;7.617769539;48.379346507;67433;SAND
Le canal de décharge de l'Ill à Erstein;7.673800274;48.411079645;67130;ERSTEIN
Le ruisseau le Hanfgraben à Witternheim;7.608378264;48.313607097;67545;WITTERNHEIM
Le ruisseau de Bindernheim à Bindernheim;7.60499745;48.293505579;67040;BINDERNHEIM
La Zembs à Erstein [Krafft];7.687710553;48.405555171;67130;ERSTEIN
La Zembs [Ried] à Herbsheim [Ried];7.630745207;48.347440671;67192;HERBSHEIM
L'Ill à Fegersheim [Ohnheim];7.704857224;48.488761674;67137;FEGERSHEIM
L'Andlau à Andlau;7.421545239;48.385861315;67010;ANDLAU
L'Andlau à Schaeffersheim;7.590513116;48.442398298;67438;SCHAEFFERSHEIM
L'Ehn à Niedernai;7.511774279;48.451952387;67329;NIEDERNAI
La Bruche à Saulxures;7.15460858;48.404130926;67436;SAULXURES
Le ruisseau de la Chergoutte à Waldersbach [Belmont];7.243821655;48.394148559;67513;WALDERSBACH
Le ruisseau la Rothaine à Natzwiller;7.266440949;48.433789404;67314;NATZWILLER
La Bruche à Russ [Wisches];7.274643538;48.504757717;67420;RUSS
La Bruche à Russ [Wisches];7.274850962;48.504736747;67420;RUSS
Le ruisseau Bass de Russ à Russ;7.253960897;48.496140335;67420;RUSS
Le ruisseau la Magel à Rosheim [Rossberg];7.344241812;48.492734967;67411;ROSHEIM
Le ruisseau de Baschney à Grendelbruch;7.319030945;48.485177217;67167;GRENDELBRUCH
La Bruche [totale] à Mutzig;7.448491287;48.532779252;67313;MUTZIG
La Bruche [totale] à Mutzig;7.448491287;48.532779252;67313;MUTZIG
Le canal Couleaux à Mutzig;7.44603508;48.534529057;67313;MUTZIG
La Mossig à Wangenbourg-Engenthal [Engenthal];7.305449588;48.634866662;67122;WANGENBOURG-ENGENTHAL
La Mossig à Wasselonne;7.426402352;48.633726719;67520;WASSELONNE
La Mossig à Soultz-les-Bains;7.488955244;48.572843439;67473;SOULTZ-LES-BAINS
La Bruche à Wolxheim;7.514301149;48.566512745;67554;WOLXHEIM
La Bruche à Holtzheim et à Oberschaeffolsheim;7.633487342;48.556802631;67212;HOLTZHEIM
La Bruche à Holtzheim et à Oberschaeffolsheim;7.656891506;48.568728462;67350;OBERSCHAEFFOLSHEIM
La Bruche à Holtzheim et à Oberschaeffolsheim;7.636941539;48.558713378;67212;HOLTZHEIM
La Souffel à Mundolsheim;7.730214552;48.639518152;67309;MUNDOLSHEIM
Le Rhin à Lauterbourg;8.195814153;48.958117782;67261;LAUTERBOURG
La Moder à Obermodern-Zutzendorf;7.544600495;48.844606156;67347;OBERMODERN-ZUTZENDORF
La Moder à Schweighouse-sur-Moder [amont];7.730016182;48.826175359;67458;SCHWEIGHOUSE-SUR-MODER
La Zinsel du Nord à Schweighouse-sur-Moder;7.725576442;48.830180151;67458;SCHWEIGHOUSE-SUR-MODER
Le Falkensteinbach à Gundershoffen;7.656669052;48.895542282;67176;GUNDERSHOFFEN
La Moder à Schweighouse-sur-Moder [aval];7.742593492;48.822388099;67458;SCHWEIGHOUSE-SUR-MODER
La Moder à Kaltenhouse;7.842963825;48.7914006;67230;KALTENHOUSE
La Zorn à Saverne [Schinderthal];7.332793134;48.728811149;;
La Zinsel du Sud à Eckartswiller [Oberhof];7.310495367;48.799588457;67117;ECKARTSWILLER
La Zorn à Waltenheim-sur-Zorn;7.633681563;48.749633549;67516;WALTENHEIM-SUR-ZORN
La Zorn à Hœrdt [2];7.78089016;48.711312337;67205;H≈íRDT
La Zorn à Hœrdt [2];7.774014171;48.711759194;67205;H≈íRDT
La Moder à Drusenheim;7.952084592;48.761293865;67106;DRUSENHEIM
Le Rhin en Allemagne [Plittersdorf];8.136368679;48.885497686;99109;
La Sauer à Gœrsdorf [Liebfrauenthal];7.757499063;48.959105711;67160;G≈íRSDORF
L'Eberbach à Leutenheim;8.007495391;48.84077133;67264;LEUTENHEIM
La Sauer à Beinheim;8.068490485;48.859935533;67025;BEINHEIM
Le Seltzbach à Niederrœdern;8.048648677;48.903597628;67330;NIEDERR≈íDERN
Le Rhin en Allemagne [Maxau];8.305047404;49.038557642;99109;
La Lauter à Wissembourg [Weiler];7.903052385;49.043418903;67544;WISSEMBOURG
La Moselle à Fresse-sur-Moselle;6.796285291;47.866921289;88188;FRESSE-SUR-MOSELLE
La Moselle à Rupt-sur-Moselle;6.685918446;47.909444585;88408;RUPT-SUR-MOSELLE
La Moselotte à Vagney [Zainvillers];6.715932814;47.993393232;88486;VAGNEY
La Moselotte à Vagney [Zainvillers];6.712742978;47.995755306;88486;VAGNEY
La Cleurie à Cleurie;6.690262579;48.053182554;88109;CLEURIE
La Moselle à Remiremont et à Saint-Nabord;6.611130574;48.0670775;88429;SAINT-NABORD
La Moselle à Remiremont et à Saint-Nabord;6.597121367;48.019771926;88383;REMIREMONT
La Vologne à Xonrupt-Longemer [longemer1];6.979568272;48.05911653;88531;XONRUPT-LONGEMER
Le ruisseau du Pheny à Gérardmer;6.852029607;48.064377844;88196;GERARDMER
La Vologne à Xonrupt-Longemer [longemer2];6.941613372;48.077882081;88531;XONRUPT-LONGEMER
[ruisseau de xettes] à Gérardmer;6.861647627;48.072216278;88196;GERARDMER
[ruisseau de la rochotte] à Gérardmer;6.864081353;48.067073087;88196;GERARDMER
Le Neune à Laveline-devant-Bruyères;6.751787233;48.185384011;88262;LAVELINE-DEVANT-BRUYERES
La Vologne à Cheniménil;6.603384721;48.13289237;88101;CHENIMENIL
La Vologne à Cheniménil;6.60451241;48.133839733;88101;CHENIMENIL
Le ruisseau la Niche à Arches [Aneumenil];6.534353065;48.100474818;88011;ARCHES
La Moselle à Épinal;6.45298063;48.165666233;88160;EPINAL
Le Durbion à Vaxoncourt;6.409176894;48.303967877;88497;VAXONCOURT
Le ruisseau le Saint-Oger à Deyvillers;6.521628104;48.198304599;88132;DEYVILLERS
La Moselle à Châtel-sur-Moselle;6.391243047;48.312435289;88094;CHATEL-SUR-MOSELLE
L'Avière à Frizon;6.367099557;48.292520452;88190;FRIZON
L'Euron à Saint-Boingt;6.442433122;48.413933748;54471;SAINT-BOINGT
Le ruisseau le Loro à Villacourt;6.367017675;48.45016409;54567;VILLACOURT
La Moselle à Saint-Mard et à Tonnoy et à Velle-sur-Moselle;6.260215116;48.536106708;54527;TONNOY
La Moselle à Saint-Mard et à Tonnoy et à Velle-sur-Moselle;6.263786438;48.532281282;54559;VELLE-SUR-MOSELLE
La Moselle à Saint-Mard et à Tonnoy et à Velle-sur-Moselle;6.292144182;48.506135814;54479;SAINT-MARD
Le Madon à Begnécourt [Moulin d'Heucheloup];6.149771693;48.213998759;88047;BEGNECOURT
La Gitte à Velotte-et-Tatignécourt;6.174694523;48.259607832;88499;VELOTTE-ET-TATIGNECOURT
Le Madon à Mirecourt;6.136364634;48.303258474;88304;MIRECOURT
Le Madon à Mirecourt;6.136368819;48.302195849;88304;MIRECOURT
Le Madon à Mirecourt;6.137338372;48.305330668;88304;MIRECOURT
Le Colon à Xaronval;6.192201569;48.374970432;88529;XARONVAL
Le Brenon à Autrey;6.13958568;48.530640115;54032;AUTREY
Le Brenon à Houdreville;6.110970958;48.50573482;54266;HOUDREVILLE
Le Madon à Pulligny;6.131545756;48.545355659;54437;PULLIGNY
La Moselle à Pont-Saint-Vincent;6.100577715;48.607446187;54432;PONT-SAINT-VINCENT
La Bouvade à Bicqueley;5.909210656;48.62643654;54073;BICQUELEY
Le ruisseau l'Ingressin à Toul;5.882086991;48.676816629;54528;TOUL
La Moselle à Toul;5.896401748;48.66976408;54528;TOUL
Le Terrouin à Villey-Saint-Étienne;5.991128451;48.743751172;54584;VILLEY-SAINT-ETIENNE
La Meurthe à Fraize;7.002528782;48.184729703;88181;FRAIZE
La Meurthe à Saint-Dié-des-Vosges;6.956897222;48.284422012;88413;SAINT-DIE-DES-VOSGES
Le Rabodeau à Moyenmoutier;6.884612131;48.381673137;88319;MOYENMOUTIER
La Meurthe à Raon-l'Étape;6.845062409;48.402032182;88372;RAON-L'ETAPE
La Plaine à Raon-l'Étape [La Trouche];6.877878865;48.416320357;88372;RAON-L'ETAPE
Le ruisseau le Laxat à Hériménil;6.509208597;48.556567604;54260;HERIMENIL
La Meurthe à Azerailles et à Baccarat;6.738612663;48.44923718;54039;BACCARAT
La Meurthe à Azerailles et à Baccarat;6.740048847;48.447732868;54039;BACCARAT
La Meurthe à Lunéville;6.481032756;48.582850801;54329;LUNEVILLE
La Meurthe à Lunéville;6.481852394;48.582727764;54329;LUNEVILLE
La Vezouze à Cirey-sur-Vezouze;6.943052144;48.582756863;54129;CIREY-SUR-VEZOUZE
